ticker,isu_cd,market,currently_common,historical_only,gap_classification,expected_count,actual_count,first_expected_date,last_expected_date,first_actual_date,last_actual_date,leading_missing_count,internal_missing_count,trailing_missing_count,actual_row_count_near_provider_cap,provider_cap_pattern_match,suspension_authority_match_count,internal_missing_count_not_explained_by_suspension,root_cause_category,root_cause_confidence,root_cause_evidence
023000,KR7023000003,KOSPI,True,False,LEADING_HISTORY_GAP,3707,2996,2011-07-22,2026-08-21,2014-06-09,2026-08-21,711,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023020,KR7023020001,KOSDAQ,False,True,TRAILING_GAP,423,412,2010-01-04,2011-09-09,2010-01-04,2011-08-25,0,0,11,False,False,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,MEDIUM,General leading missing pattern (0 dates)
023150,KR7023150006,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023160,KR7023160005,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023350,KR7023350002,KOSPI,True,False,LEADING_HISTORY_GAP,3765,2996,2011-04-28,2026-08-21,2014-06-09,2026-08-21,769,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023410,KR7023410004,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023430,KR7023430002,KOSDAQ,False,True,INTERNAL_GAP,1970,1799,2010-01-04,2017-12-19,2010-01-04,2017-12-19,0,171,0,False,False,0,171,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (171) with 171 dates unexplained by suspension authority
023460,KR7023460009,KOSDAQ,False,True,MIXED_GAP,3824,2844,2010-01-04,2025-07-11,2013-04-23,2025-07-11,824,156,0,False,False,0,156,PROVIDER_DATA_GAP,LOW,Leading missing dates (824) but actual rows (2844) well below cap
023530,KR7023530009,KOSPI,True,False,MIXED_GAP,4095,2980,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,16,0,True,True,0,16,MIXED,MEDIUM,Cap-pattern leading gap with 16 unexplained internal and 0 trailing missing
023590,KR7023590003,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023670,KR7023670003,KOSDAQ,False,True,INTERNAL_GAP,113,60,2010-01-04,2010-06-16,2010-01-04,2010-06-16,0,53,0,False,False,0,53,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (53) with 53 dates unexplained by suspension authority
023760,KR7023760002,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023770,KR7023770001,KOSDAQ,True,False,MIXED_GAP,4095,2981,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,15,0,True,True,0,15,MIXED,MEDIUM,Cap-pattern leading gap with 15 unexplained internal and 0 trailing missing
023790,KR7023790009,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023800,KR7023800006,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023810,KR7023810005,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023890,KR7023890007,KOSDAQ,False,True,TRAILING_GAP,2786,2772,2010-01-04,2021-04-16,2010-01-04,2021-03-29,0,0,14,False,False,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,MEDIUM,General leading missing pattern (0 dates)
023900,KR7023900004,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023910,KR7023910003,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
023960,KR7023960008,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
024060,KR7024060006,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
024070,KR7024070005,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
024090,KR7024090003,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
024100,KR7024100000,KOSPI,False,True,INTERNAL_GAP,444,433,2010-01-04,2011-10-13,2010-01-04,2011-10-13,0,11,0,False,False,0,11,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (11) with 11 dates unexplained by suspension authority
024110,KR7024110009,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
024120,KR7024120008,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
024660,KR7024660003,KOSDAQ,False,True,MIXED_GAP,2107,2072,2010-01-04,2018-07-13,2010-01-04,2018-06-27,0,23,12,False,False,0,23,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (23) with 23 dates unexplained by suspension authority
024720,KR7024720005,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
024740,KR7024740003,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
024800,KR7024800005,KOSDAQ,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
024830,KR7024830002,KOSDAQ,True,False,MIXED_GAP,4095,2153,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,843,0,True,True,0,843,MIXED,MEDIUM,Cap-pattern leading gap with 843 unexplained internal and 0 trailing missing
024840,KR7024840001,KOSDAQ,True,False,MIXED_GAP,4095,2981,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,15,0,True,True,0,15,MIXED,MEDIUM,Cap-pattern leading gap with 15 unexplained internal and 0 trailing missing
024850,KR7024850000,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
024870,KR7024870008,KOSPI,False,True,INTERNAL_GAP,83,60,2010-01-04,2010-04-30,2010-01-04,2010-04-30,0,23,0,False,False,0,23,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (23) with 23 dates unexplained by suspension authority
024880,KR7024880007,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
024890,KR7024890006,KOSPI,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
024900,KR7024900003,KOSPI,True,False,MIXED_GAP,4095,2984,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,12,0,True,True,0,12,MIXED,MEDIUM,Cap-pattern leading gap with 12 unexplained internal and 0 trailing missing
024940,KR7024940009,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
024950,KR7024950008,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025000,KR7025000001,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025270,KR7025270000,KOSDAQ,False,True,MIXED_GAP,1641,1616,2010-01-04,2016-08-17,2010-01-04,2016-07-27,0,11,14,False,False,0,11,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (11) with 11 dates unexplained by suspension authority
025320,KR7025320003,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025440,KR7025440009,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025530,KR7025530007,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025540,KR7025540006,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025550,KR7025550005,KOSDAQ,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
025560,KR7025560004,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025750,KR7025750001,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025770,KR7025770009,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025820,KR7025820002,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025850,KR7025850009,KOSPI,False,True,TRAILING_GAP,1534,1522,2010-01-04,2016-03-14,2010-01-04,2016-02-24,0,0,12,False,False,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,MEDIUM,General leading missing pattern (0 dates)
025860,KR7025860008,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025870,KR7025870007,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025880,KR7025880006,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025890,KR7025890005,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
025900,KR7025900002,KOSDAQ,True,False,MIXED_GAP,4095,2982,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,14,0,True,True,0,14,MIXED,MEDIUM,Cap-pattern leading gap with 14 unexplained internal and 0 trailing missing
025920,KR7025920000,KOSDAQ,False,True,INTERNAL_GAP,877,813,2010-01-04,2013-07-09,2010-01-04,2013-07-09,0,64,0,False,False,0,64,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (64) with 64 dates unexplained by suspension authority
025950,KR7025950007,KOSDAQ,True,False,MIXED_GAP,4095,2994,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,2,0,True,True,0,2,MIXED,MEDIUM,Cap-pattern leading gap with 2 unexplained internal and 0 trailing missing
025980,KR7025980004,KOSDAQ,True,False,MIXED_GAP,4095,2985,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,11,0,True,True,0,11,MIXED,MEDIUM,Cap-pattern leading gap with 11 unexplained internal and 0 trailing missing
026040,KR7026040006,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
026180,KR7026180000,KOSDAQ,False,True,TRAILING_GAP,2353,2339,2010-01-04,2019-07-16,2010-01-04,2019-06-26,0,0,14,False,False,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,MEDIUM,General leading missing pattern (0 dates)
026220,KR7026220004,KOSDAQ,False,True,INTERNAL_GAP,476,397,2010-01-04,2011-11-28,2010-01-04,2011-11-28,0,79,0,False,False,0,79,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (79) with 79 dates unexplained by suspension authority
026540,KR7026540005,KOSDAQ,False,True,INTERNAL_GAP,444,309,2010-01-04,2011-10-13,2010-01-04,2011-10-13,0,135,0,False,False,0,135,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (135) with 135 dates unexplained by suspension authority
026870,KR7026870006,KOSPI,False,True,INTERNAL_GAP,717,704,2010-01-04,2012-11-14,2010-01-04,2012-11-14,0,13,0,False,False,0,13,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (13) with 13 dates unexplained by suspension authority
026890,KR7026890004,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
026910,KR7026910000,KOSDAQ,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
026940,KR7026940007,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
026960,KR7026960005,"KOSDAQ,KOSPI",True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
027040,KR7027040005,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
027050,KR7027050004,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
027390,KR7027390004,KOSPI,False,True,MIXED_GAP,2538,2504,2010-01-04,2020-04-14,2010-01-04,2020-02-27,0,1,33,False,False,0,1,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (1) with 1 dates unexplained by suspension authority
027410,KR7027410000,KOSPI,True,False,MIXED_GAP,3009,2967,2014-05-19,2026-08-21,2014-06-09,2026-08-21,13,29,0,True,True,0,29,MIXED,MEDIUM,Cap-pattern leading gap with 29 unexplained internal and 0 trailing missing
027580,KR7027580000,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
027710,KR7027710003,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
027740,KR7027740000,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
027830,KR7027830009,KOSDAQ,True,False,MIXED_GAP,4095,2994,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,2,0,True,True,0,2,MIXED,MEDIUM,Cap-pattern leading gap with 2 unexplained internal and 0 trailing missing
027840,KR7027840008,KOSPI,False,True,TRAILING_GAP,132,121,2010-01-04,2010-07-13,2010-01-04,2010-06-28,0,0,11,False,False,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,MEDIUM,General leading missing pattern (0 dates)
027970,KR7027970003,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
028050,KR7028050003,KOSPI,True,False,MIXED_GAP,4095,2986,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,10,0,True,True,0,10,MIXED,MEDIUM,Cap-pattern leading gap with 10 unexplained internal and 0 trailing missing
028080,KR7028080000,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
028100,KR7028100006,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
028150,KR7028150001,KOSDAQ,False,True,TRAILING_GAP,2848,2835,2010-01-04,2021-07-15,2010-01-04,2021-06-28,0,0,13,False,False,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,MEDIUM,General leading missing pattern (0 dates)
028670,KR7028670008,KOSPI,True,False,MIXED_GAP,4095,2968,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,28,0,True,True,0,28,MIXED,MEDIUM,Cap-pattern leading gap with 28 unexplained internal and 0 trailing missing
029460,KR7029460003,KOSPI,True,False,MIXED_GAP,4095,2970,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,26,0,True,True,0,26,MIXED,MEDIUM,Cap-pattern leading gap with 26 unexplained internal and 0 trailing missing
029530,KR7029530003,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
029780,KR7029780004,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
029960,KR7029960002,KOSDAQ,False,True,MIXED_GAP,3804,2989,2010-01-04,2025-06-13,2013-03-26,2025-05-27,804,0,11,True,True,0,0,MIXED,MEDIUM,Cap-pattern leading gap with 0 unexplained internal and 11 trailing missing
030000,KR7030000004,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
030030,KR7030030001,KOSDAQ,False,True,INTERNAL_GAP,319,259,2010-01-04,2011-04-12,2010-01-04,2011-04-12,0,60,0,False,False,0,60,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (60) with 60 dates unexplained by suspension authority
030190,KR7030190003,"KOSDAQ,KOSPI",True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
030200,KR7030200000,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
030210,KR7030210009,KOSPI,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
030390,KR7030390009,KOSDAQ,False,True,INTERNAL_GAP,87,63,2010-01-04,2010-05-07,2010-01-04,2010-05-07,0,24,0,False,False,0,24,PROVIDER_DATA_GAP,MEDIUM,Internal missing dates (24) with 24 dates unexplained by suspension authority
030520,KR7030520001,KOSDAQ,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
030530,KR7030530000,KOSDAQ,True,False,MIXED_GAP,4095,2973,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,23,0,True,True,0,23,MIXED,MEDIUM,Cap-pattern leading gap with 23 unexplained internal and 0 trailing missing
030610,KR7030610000,KOSPI,True,False,LEADING_HISTORY_GAP,4095,2996,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,0,0,True,True,0,0,PROVIDER_PAGINATION_OR_COUNT_LIMIT,HIGH,Actual rows (2996) near cap starting at 2014-06-09 with 0 unexplained internal missing
030720,KR7030720007,KOSPI,True,False,MIXED_GAP,4095,2995,2010-01-04,2026-08-21,2014-06-09,2026-08-21,1099,1,0,True,True,0,1,MIXED,MEDIUM,Cap-pattern leading gap with 1 unexplained internal and 0 trailing missing
