ticker,name,market,isu_cd,control_trade_id,control_trade_sequence,identity_lifecycle,identity_effective_from,identity_effective_to,entry_signal_date,entry_execution_date,entry_open,full_path_raw_mfe,full_path_raw_mae,full_path_mfe_cohort,v2_exit_reason,v2_exit_category,v2_exit_signal_date,v2_exit_execution_date,v2_exit_price,v2_terminal_return,v2_mfe,v2_mae,v2_holding_days,v2_trade_status,v2_giveback,v4_exit_reason,v4_exit_signal_date,v4_exit_execution_date,v4_exit_price,v4_terminal_return,v4_strategy_path_mfe,v4_strategy_path_mae,v4_holding_days,v4_trade_status,v4_fast_state_at_exit,v4_active_soft_threshold,v4_active_hard_threshold,v4_mfe_tier,v4_phase_at_exit,v4_max_hwm_drawdown_pct,v4_final_valuation_date,v4_final_valuation_price,v4_unexecuted_exit_signal_date,v4_unexecuted_exit_reason,v4_giveback,v3_exit_reason,v3_terminal_return,v3_strategy_path_mfe,v3_giveback,entry_signal_date_match,entry_execution_date_match,entry_open_match,return_delta_v4_minus_v2,improved_worsened_same
002350,넥센타이어,KOSPI,KR7002350007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002350_KR7002350007_KOSPI_04,4,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2024-02-16,2024-02-19,8970.0,12.70903,-45.206243,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-07-25,2024-07-26,7500.0,-16.39,7.8,-16.61,109,REALIZED,24.19,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2024-07-25,2024-07-26,7500.0,-16.39,7.8,-16.61,109,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-22.23,2024-07-26,7500.0,,,24.19,OPEN_AT_CUTOFF,-28.65,12.71,41.36,True,True,True,0.0,same
002350,넥센타이어,KOSPI,KR7002350007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002350_KR7002350007_KOSPI_05,5,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-11-07,2025-11-10,6970.0,45.050215,-18.077475,WINNER_CAPABLE_GE_20,NO_PROGRESSED_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,-8.18,45.05,-18.08,192,OPEN_AT_CUTOFF,53.23,WINNER_HARD_EXIT,2026-03-04,2026-03-05,8030.0,15.21,45.05,-0.57,77,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,WINNER,-25.22,2026-03-05,8030.0,,,29.84,SOFT_EXIT,15.21,28.12,12.91,True,True,True,23.39,improved
002380,KCC,KOSPI,KR7002380004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002380_KR7002380004_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2024-05-24,2024-05-27,302500.0,128.760331,-28.429752,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-10-23,2024-10-24,253000.0,-16.36,14.05,-16.36,101,REALIZED,30.41,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2024-10-23,2024-10-24,253000.0,-16.36,14.05,-16.36,101,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-25.94,2024-10-24,253000.0,,,30.41,SOFT_EXIT,14.55,34.55,20.0,True,True,True,0.0,same
002380,KCC,KOSPI,KR7002380004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002380_KR7002380004_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-05-30,2025-06-02,302500.0,128.760331,-1.157025,WINNER_CAPABLE_GE_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-01-31,2026-02-02,481000.0,59.01,64.79,-1.16,165,REALIZED,5.78,WINNER_HARD_EXIT,2026-03-31,2026-04-01,505000.0,66.94,128.76,-1.16,203,REALIZED,EXTENDED,-20.0,-30.0,MFE_100_TO_200,WINNER,-30.35,2026-04-01,505000.0,,,61.82,SOFT_EXIT,14.55,34.55,20.0,True,True,True,7.93,improved
002790,아모레퍼시픽홀딩스,KOSPI,KR7002790004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002790_KR7002790004_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2021-05-28,2021-05-31,76600.0,5.221932,-75.443864,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2021-06-29,2021-06-30,65000.0,-15.14,5.22,-15.54,23,REALIZED,20.36,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2021-07-30,2021-08-02,58100.0,-24.15,5.22,-25.33,46,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-28.54,2021-08-02,58100.0,,,29.37,OPEN_AT_CUTOFF,-66.06,5.22,71.28,True,True,True,-9.01,worsened
002790,아모레퍼시픽홀딩스,KOSPI,KR7002790004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002790_KR7002790004_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-07-04,2025-07-07,31200.0,15.224359,-36.057692,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-09-03,2025-09-04,26300.0,-15.71,9.94,-15.87,43,REALIZED,25.65,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2025-09-25,2025-09-26,26000.0,-16.67,9.94,-17.15,59,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-23.62,2025-09-26,26000.0,,,26.61,OPEN_AT_CUTOFF,-16.67,15.22,31.89,True,True,True,-0.96,worsened
002790,아모레퍼시픽홀딩스,KOSPI,KR7002790004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002790_KR7002790004_KOSPI_03,3,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2026-02-13,2026-02-19,34700.0,2.017291,-42.507205,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-03-03,2026-03-04,27800.0,-19.88,2.02,-19.88,9,REALIZED,21.9,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2026-05-22,2026-05-26,25050.0,-27.81,2.02,-32.42,65,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-33.19,2026-05-26,25050.0,,,29.83,OPEN_AT_CUTOFF,-25.07,2.02,27.09,True,True,True,-7.93,worsened
002810,삼영무역,KOSPI,KR7002810000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002810_KR7002810000_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2021-04-23,2021-04-26,16950.0,44.837758,-28.908555,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2021-11-30,2021-12-01,13850.0,-18.29,5.01,-18.58,150,REALIZED,23.3,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2021-11-30,2021-12-01,13850.0,-18.29,5.01,-18.58,150,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-21.35,2021-12-01,13850.0,,,23.3,HARD_EXIT,16.58,39.23,22.65,True,True,True,0.0,same
002810,삼영무역,KOSPI,KR7002810000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002810_KR7002810000_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2026-02-27,2026-03-03,20500.0,19.756098,-11.219512,PRE_WINNER_LT_20,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,11.95,19.76,-11.22,118,OPEN_AT_CUTOFF,7.81,OPEN_AT_CUTOFF,,,,11.95,19.76,-11.22,118,OPEN_AT_CUTOFF,,,,,,-16.48,2026-08-21,22950.0,,,7.81,OPEN_AT_CUTOFF,11.95,19.76,7.81,True,True,True,0.0,same
002840,미원상사,KOSPI,KR7002840007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002840_KR7002840007_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2023-02-24,2023-02-27,182600.0,18.291347,-40.251917,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-08-21,2025-08-22,151500.0,-17.03,18.29,-17.03,607,REALIZED,35.32,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2025-08-21,2025-08-22,151500.0,-17.03,18.29,-17.03,607,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-29.86,2025-08-22,151500.0,,,35.32,OPEN_AT_CUTOFF,-31.93,18.29,50.22,True,True,True,0.0,same
002960,한국쉘석유,KOSPI,KR7002960003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002960_KR7002960003_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2024-10-11,2024-10-14,321000.0,93.146417,-4.517134,WINNER_CAPABLE_GE_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2025-09-30,2025-10-01,415500.0,29.44,52.65,-4.52,239,REALIZED,23.21,WINNER_SOFT_WATCH_EXIT,2025-09-17,2025-09-18,417000.0,29.91,52.65,-4.52,230,REALIZED,WATCH,-15.0,-25.0,MFE_50_TO_100,WINNER,-15.2,2025-09-18,417000.0,,,22.74,SOFT_EXIT,29.91,52.65,22.74,True,True,True,0.47,improved
002990,금호건설,KOSPI,KR7002990000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_002990_KR7002990000_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2021-06-04,2021-06-07,12500.0,55.04,-81.56,WINNER_CAPABLE_GE_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-06-30,2026-07-01,12000.0,-4.0,14.8,-81.56,1241,REALIZED,18.8,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2022-01-21,2022-01-24,10350.0,-17.2,14.8,-17.2,159,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-26.83,2022-01-24,10350.0,,,32.0,HARD_EXIT,-8.48,51.2,59.68,True,True,True,-13.2,worsened
003000,부광약품,KOSPI,KR7003000007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003000_KR7003000007_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2026-02-27,2026-03-03,5450.0,81.46789,-34.311927,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-03-04,2026-03-05,4800.0,-11.93,1.1,-18.72,3,REALIZED,13.03,WINNER_HARD_EXIT,2026-03-31,2026-04-01,7510.0,37.8,81.47,-18.72,22,REALIZED,EXTENDED,-15.0,-25.0,MFE_50_TO_100,WINNER,-26.19,2026-04-01,7510.0,,,43.67,HARD_EXIT,37.8,81.47,43.67,True,True,True,49.73,improved
003000,부광약품,KOSPI,KR7003000007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003000_KR7003000007_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2026-03-20,2026-03-23,5750.0,72.0,-37.73913,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-05-29,2026-06-01,4820.0,-16.17,72.0,-16.7,48,REALIZED,88.17,WINNER_HARD_EXIT,2026-03-31,2026-04-01,7510.0,30.61,72.0,0.0,8,REALIZED,EXTENDED,-15.0,-25.0,MFE_50_TO_100,WINNER,-26.19,2026-04-01,7510.0,,,41.39,HARD_EXIT,30.61,72.0,41.39,True,True,True,46.78,improved
003030,세아제강지주,KOSPI,KR7003030004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003030_KR7003030004_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2021-04-30,2021-05-03,72500.0,303.448276,-8.275862,WINNER_CAPABLE_GE_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2021-08-31,2021-09-01,130000.0,79.31,79.31,-8.28,85,REALIZED,0.0,WINNER_HARD_EXIT,2021-11-29,2021-11-30,103000.0,42.07,101.38,-8.28,144,REALIZED,EXTENDED,-20.0,-30.0,MFE_100_TO_200,WINNER,-30.14,2021-11-30,103000.0,,,59.31,HARD_EXIT,42.07,101.38,59.31,True,True,True,-37.24,worsened
003030,세아제강지주,KOSPI,KR7003030004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003030_KR7003030004_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-01-24,2025-01-31,215000.0,36.046512,-56.186047,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-09-01,2025-09-02,176000.0,-18.14,36.05,-18.14,146,REALIZED,54.19,WINNER_HARD_EXIT,2025-03-25,2025-03-26,233500.0,8.6,36.05,-8.33,38,REALIZED,EXTENDED,-10.0,-20.0,MFE_20_TO_50,WINNER,-20.0,2025-03-26,233500.0,,,27.45,HARD_EXIT,8.6,36.05,27.45,True,True,True,26.74,improved
003070,코오롱글로벌,KOSPI,KR7003070000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003070_KR7003070000_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2026-03-20,2026-03-23,11970.0,13.36675,-34.001671,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-05-11,2026-05-12,10160.0,-15.12,13.37,-15.37,35,REALIZED,28.49,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2026-06-12,2026-06-15,9500.0,-20.63,13.37,-28.49,57,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-36.62,2026-06-15,9500.0,,,34.0,OPEN_AT_CUTOFF,-18.96,13.37,32.33,True,True,True,-5.51,worsened
003090,대웅,KOSPI,KR7003090008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003090_KR7003090008_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2024-10-11,2024-10-14,27550.0,11.07078,-44.065336,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-11-12,2024-11-13,22050.0,-19.96,2.0,-20.15,23,REALIZED,21.96,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2024-11-22,2024-11-25,21100.0,-23.41,2.0,-27.04,31,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-25.98,2024-11-25,21100.0,,,25.41,OPEN_AT_CUTOFF,-40.87,11.07,51.94,True,True,True,-3.45,worsened
003090,대웅,KOSPI,KR7003090008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003090_KR7003090008_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-05-30,2025-06-02,25000.0,22.4,-38.36,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-08-22,2025-08-25,21350.0,-14.6,15.4,-15.6,58,REALIZED,30.0,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2025-08-22,2025-08-25,21350.0,-14.6,15.4,-15.6,58,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-26.69,2025-08-25,21350.0,,,30.0,HARD_EXIT,-8.0,22.4,30.4,True,True,True,0.0,same
003090,대웅,KOSPI,KR7003090008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003090_KR7003090008_KOSPI_03,3,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2026-02-13,2026-02-19,27250.0,12.293578,-43.449541,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-03-04,2026-03-05,23000.0,-15.6,12.29,-20.37,10,REALIZED,27.89,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2026-05-08,2026-05-11,22000.0,-19.27,12.29,-20.37,55,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-28.59,2026-05-11,22000.0,,,31.56,OPEN_AT_CUTOFF,-40.22,12.29,52.51,True,True,True,-3.67,worsened
003160,디아이,KOSPI,KR7003160009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003160_KR7003160009_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-10-10,2025-10-13,19140.0,117.868339,-18.756531,WINNER_CAPABLE_GE_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-04-30,2026-05-04,33800.0,76.59,117.87,-0.47,138,REALIZED,41.28,WINNER_HARD_EXIT,2025-11-24,2025-11-25,21800.0,13.9,45.25,-0.47,32,REALIZED,EXTENDED,-10.0,-20.0,MFE_20_TO_50,WINNER,-23.74,2025-11-25,21800.0,,,31.35,HARD_EXIT,13.9,45.25,31.35,True,True,True,-62.69,worsened
003200,일신방직,KOSPI,KR7003200003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003200_KR7003200003_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2023-02-24,2023-02-27,13320.0,33.633634,-48.348348,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-06-01,2023-06-02,11340.0,-14.86,5.11,-16.07,60,REALIZED,19.97,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2023-06-30,2023-07-03,10540.0,-20.87,5.11,-22.67,80,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-25.5,2023-07-03,10540.0,,,25.98,HARD_EXIT,-2.4,23.12,25.52,True,True,True,-6.01,worsened
003220,대원제약,KOSPI,KR7003220001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003220_KR7003220001_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2022-12-16,2022-12-19,20350.0,1.719902,-65.307125,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-01-10,2023-01-11,17250.0,-15.23,0.25,-15.97,17,REALIZED,15.48,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2023-03-10,2023-03-13,14700.0,-27.76,0.25,-27.86,57,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-27.99,2023-03-13,14700.0,,,28.01,OPEN_AT_CUTOFF,-62.11,1.72,63.83,True,True,True,-12.53,worsened
003220,대원제약,KOSPI,KR7003220001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003220_KR7003220001_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2023-09-08,2023-09-11,18510.0,11.831442,-61.858455,PRE_WINNER_LT_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-10-19,2023-10-20,15300.0,-17.34,0.97,-17.34,25,REALIZED,18.31,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2024-04-05,2024-04-08,14510.0,-21.61,5.29,-21.88,140,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-25.65,2024-04-08,14510.0,,,26.9,OPEN_AT_CUTOFF,-58.35,11.83,70.18,True,True,True,-4.27,worsened
003230,삼양식품,KOSPI,KR7003230000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003230_KR7003230000_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2022-04-22,2022-04-25,104500.0,1493.301435,-18.086124,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-05-10,2022-05-11,87900.0,-15.89,2.39,-18.09,12,REALIZED,18.28,WINNER_SOFT_WATCH_EXIT,2023-03-24,2023-03-27,113900.0,9.0,26.79,-18.09,229,REALIZED,WATCH,-10.0,-20.0,MFE_20_TO_50,WINNER,-17.01,2023-03-27,113900.0,,,17.79,SOFT_EXIT,10.53,26.79,16.26,True,True,True,24.89,improved
003230,삼양식품,KOSPI,KR7003230000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003230_KR7003230000_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2022-12-23,2022-12-26,124500.0,1237.349398,-17.188755,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-05-30,2023-05-31,106000.0,-14.86,6.43,-15.74,106,REALIZED,21.29,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2023-06-26,2023-06-27,105100.0,-15.58,6.43,-16.95,124,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-20.83,2023-06-27,105100.0,,,22.01,SOFT_EXIT,55.66,92.37,36.71,True,True,True,-0.72,worsened
003240,태광산업,KOSPI,KR7003240009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003240_KR7003240009_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2024-02-02,2024-02-05,899000.0,81.757508,-43.2703,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-02-26,2024-02-27,760000.0,-15.46,4.0,-15.68,15,REALIZED,19.46,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2024-05-24,2024-05-27,654000.0,-27.25,4.0,-31.7,74,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-33.58,2024-05-27,654000.0,,,31.25,SOFT_EXIT,14.79,40.6,25.81,True,True,True,-11.79,worsened
003240,태광산업,KOSPI,KR7003240009,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003240_KR7003240009_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-02-28,2025-03-04,717000.0,127.894003,-14.365411,WINNER_CAPABLE_GE_20,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,20.08,127.89,-14.37,360,OPEN_AT_CUTOFF,107.81,WINNER_HARD_EXIT,2025-08-01,2025-08-04,975000.0,35.98,80.2,-14.37,105,REALIZED,SETUP,-15.0,-25.0,MFE_50_TO_100,WINNER,-25.08,2025-08-04,975000.0,,,44.22,SOFT_EXIT,38.21,76.29,38.08,True,True,True,15.9,improved
003300,한일홀딩스,KOSPI,KR7003300001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003300_KR7003300001_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2021-06-04,2021-06-07,13206.0,80.221112,-24.731183,WINNER_CAPABLE_GE_20,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,35.7,80.22,-24.73,1270,OPEN_AT_CUTOFF,44.52,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2022-06-23,2022-06-24,10700.0,-18.98,18.51,-18.98,254,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-31.31,2022-06-24,10700.0,,,37.49,SOFT_EXIT,7.3,21.46,14.16,True,True,True,-54.68,worsened
003380,하림지주,KOSDAQ,KR7003380003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003380_KR7003380003_KOSDAQ_01,1,2017-06-30|2026-08-21,2017-06-30,2026-08-21,2023-02-03,2023-02-06,9650.0,103.212435,-48.290155,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-05-31,2023-06-01,8160.0,-15.44,89.12,-15.44,80,REALIZED,104.56,WINNER_HARD_EXIT,2023-04-24,2023-04-25,9600.0,-0.52,89.12,-1.14,56,REALIZED,EXTENDED,-15.0,-25.0,MFE_50_TO_100,WINNER,-37.42,2023-04-25,9600.0,,,89.64,HARD_EXIT,-0.52,89.12,89.64,True,True,True,14.92,improved
003410,쌍용C&E,KOSPI,KR7003410008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003410_KR7003410008_KOSPI_01,1,2010-01-04|2024-07-08,2010-01-04,2024-07-08,2021-07-30,2021-08-02,7980.0,8.270677,-40.601504,PRE_WINNER_LT_20,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,-12.28,8.27,-40.6,709,OPEN_AT_CUTOFF,20.55,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2022-07-15,2022-07-18,6220.0,-22.06,8.27,-24.69,236,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-28.7,2022-07-18,6220.0,,,30.33,OPEN_AT_CUTOFF,-12.28,8.27,20.55,True,True,True,-9.78,worsened
003490,대한항공,KOSPI,KR7003490000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003490_KR7003490000_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-01-17,2025-01-20,24000.0,30.0,-16.708333,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-04-09,2025-04-10,20950.0,-12.71,3.96,-16.71,54,REALIZED,16.67,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2025-04-09,2025-04-10,20950.0,-12.71,3.96,-16.71,54,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-19.24,2025-04-10,20950.0,,,16.67,HARD_EXIT,3.54,23.96,20.42,True,True,True,0.0,same
003490,대한항공,KOSPI,KR7003490000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003490_KR7003490000_KOSPI_02,2,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2025-07-18,2025-07-21,25800.0,20.930233,-18.604651,WINNER_CAPABLE_GE_20,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-11-07,2025-11-10,21850.0,-15.31,0.39,-16.47,75,REALIZED,15.7,PRE_WINNER_PRICE_STRUCTURE_FAILURE,2025-11-07,2025-11-10,21850.0,-15.31,0.39,-16.47,75,REALIZED,WATCH,,,PRE_WINNER_LT_20,PRE_WINNER,-16.22,2025-11-10,21850.0,,,15.7,SOFT_EXIT,9.11,20.93,11.82,True,True,True,0.0,same
003490,대한항공,KOSPI,KR7003490000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003490_KR7003490000_KOSPI_03,3,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2026-02-27,2026-03-03,26100.0,19.54023,-15.708812,PRE_WINNER_LT_20,NO_PROGRESSED_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,-1.15,19.54,-15.71,118,OPEN_AT_CUTOFF,20.69,OPEN_AT_CUTOFF,,,,-1.15,19.54,-15.71,118,OPEN_AT_CUTOFF,,,,,,-20.99,2026-08-21,25800.0,,,20.69,OPEN_AT_CUTOFF,-1.15,19.54,20.69,True,True,True,0.0,same
003540,대신증권,KOSPI,KR7003540002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_003540_KR7003540002_KOSPI_01,1,2010-01-04|2026-08-21,2010-01-04,2026-08-21,2024-02-16,2024-02-19,15900.0,223.27044,-9.496855,WINNER_CAPABLE_GE_20,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-02-28,2026-03-03,42700.0,168.55,223.27,-9.5,493,REALIZED,54.72,WINNER_HARD_EXIT,2026-05-18,2026-05-19,33050.0,107.86,223.27,-9.5,546,REALIZED,EXTENDED,-25.0,-35.0,MFE_200_TO_400,WINNER,-35.6,2026-05-19,33050.0,,,115.41,SOFT_EXIT,49.69,100.94,51.25,True,True,True,-60.69,worsened
