ticker,name,shared_entry_date,shared_entry_price,fastcore_loss_cut_signal_date,fastcore_loss_cut_execution_date,fastcore_realized_return,julia_exit_type,julia_exit_execution_date,julia_terminal_return,julia_mfe,julia_mae,julia_recovered_above_entry,julia_eventually_positive,julia_trade_status
194480,데브시스터즈,2024-05-10,57600.0,2024-07-04,2024-07-05,-14.84,NO_PROGRESSED_BEFORE_CUTOFF,,-72.47,32.47,-77.26,True,False,OPEN_AT_CUTOFF
196170,알테오젠,2019-11-08,10763.0,2019-11-22,2019-11-25,-13.22,EXIT4_SCORE_DRAWDOWN_GE_15,2020-03-02,73.98,105.78,-16.5,True,True,REALIZED
214180,헥토이노베이션,2019-04-19,25700.0,2019-07-03,2019-07-04,-17.12,NO_EXIT_BEFORE_CUTOFF,,-41.52,2.14,-71.25,True,False,OPEN_AT_CUTOFF
213420,덕산네오룩스,2019-03-08,18400.0,2019-05-09,2019-05-10,-16.85,EXIT4_SCORE_DRAWDOWN_GE_15,2020-06-01,72.83,108.97,-28.26,True,True,REALIZED
214450,파마리서치,2019-06-07,48750.0,2019-07-08,2019-07-09,-17.23,EXIT4_SCORE_DRAWDOWN_GE_15,2020-12-01,21.44,59.38,-39.08,True,True,REALIZED
215360,우리산업,2018-12-21,35500.0,2019-03-27,2019-03-28,-17.32,NO_EXIT_BEFORE_CUTOFF,,-81.77,13.24,-84.2,True,False,OPEN_AT_CUTOFF
216080,제테마,2023-03-03,11657.0,2023-03-27,2023-03-28,-16.62,NO_PROGRESSED_BEFORE_CUTOFF,,-46.81,24.25,-67.4,True,False,OPEN_AT_CUTOFF
220100,퓨쳐켐,2023-08-11,13697.0,2023-08-28,2023-08-29,-17.67,EXIT4_SCORE_DRAWDOWN_GE_15,2024-09-02,69.61,81.27,-45.66,True,True,REALIZED
222800,심텍,2023-06-30,34500.0,2024-02-23,2024-02-26,-15.94,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-02,79.71,94.49,-71.91,True,True,REALIZED
226950,올릭스,2024-10-11,26200.0,2024-11-01,2024-11-04,-16.41,NO_EXIT_BEFORE_CUTOFF,,266.03,728.24,-48.93,True,True,OPEN_AT_CUTOFF
228670,레이,2023-05-19,39100.0,2023-08-14,2023-08-16,-29.67,EXIT3_PROGRESSED_TO_BASE,2023-10-04,-44.25,7.8,-46.29,True,False,REALIZED
228760,지노믹트리,2023-05-26,14050.0,2023-06-19,2023-06-20,-15.3,EXIT4_SCORE_DRAWDOWN_GE_15,2023-12-01,19.5,120.28,-17.44,True,True,REALIZED
237690,에스티팜,2020-01-03,28700.0,2020-03-16,2020-03-17,-27.0,NO_EXIT_BEFORE_CUTOFF,,252.61,499.65,-27.0,True,True,OPEN_AT_CUTOFF
237880,클리오,2021-01-22,21600.0,2021-02-26,2021-03-02,-13.89,EXIT4_SCORE_DRAWDOWN_GE_15,2024-03-04,38.89,60.88,-43.75,True,True,REALIZED
240810,원익IPS,2019-11-01,32950.0,2020-03-13,2020-03-16,-16.54,EXIT3_PROGRESSED_TO_TRANSITION,2022-02-03,17.91,79.97,-41.43,True,True,REALIZED
241710,코스메카코리아,2025-11-07,75700.0,2026-06-25,2026-06-26,-15.98,NO_PROGRESSED_BEFORE_CUTOFF,,77.68,105.42,-16.91,True,True,OPEN_AT_CUTOFF
243070,휴온스,2020-09-04,59407.0,2020-09-24,2020-09-25,-16.32,NO_EXIT_BEFORE_CUTOFF,,-64.4,32.55,-64.99,True,False,OPEN_AT_CUTOFF
243840,신흥에스이씨,2024-03-15,10820.0,2024-05-20,2024-05-21,-14.7,NO_PROGRESSED_BEFORE_CUTOFF,,-47.87,20.7,-68.35,True,False,OPEN_AT_CUTOFF
253450,스튜디오드래곤,2021-04-09,105900.0,2021-08-13,2021-08-17,-15.86,NO_PROGRESSED_BEFORE_CUTOFF,,-79.56,1.13,-82.06,True,False,OPEN_AT_CUTOFF
265520,AP시스템,2021-02-19,31400.0,2021-08-20,2021-08-23,-15.61,NO_EXIT_BEFORE_CUTOFF,,-40.03,15.61,-54.55,True,False,OPEN_AT_CUTOFF
267980,매일유업,2021-06-11,77500.0,2022-01-27,2022-01-28,-13.16,NO_PROGRESSED_BEFORE_CUTOFF,,-55.68,1.81,-59.87,True,False,OPEN_AT_CUTOFF
272290,이녹스첨단소재,2023-04-21,42100.0,2023-09-11,2023-09-12,-17.46,NO_PROGRESSED_BEFORE_CUTOFF,,-51.43,20.9,-60.33,True,False,OPEN_AT_CUTOFF
278280,천보,2023-04-07,278500.0,2023-04-21,2023-04-24,-14.9,NO_PROGRESSED_BEFORE_CUTOFF,,-85.75,7.54,-90.7,True,False,OPEN_AT_CUTOFF
282880,코윈테크,2023-04-07,30930.0,2023-11-13,2023-11-14,-17.67,NO_PROGRESSED_BEFORE_CUTOFF,,-66.7,40.72,-76.27,True,False,OPEN_AT_CUTOFF
285490,노바텍,2023-06-30,38750.0,2023-07-26,2023-07-27,-15.74,EXIT4_SCORE_DRAWDOWN_GE_15,2026-06-01,-57.57,2.84,-73.78,True,False,REALIZED
290650,엘앤씨바이오,2022-04-08,39709.0,2022-06-13,2022-06-14,-19.76,EXIT4_SCORE_DRAWDOWN_GE_15,2025-12-01,47.32,65.61,-63.42,True,True,REALIZED
297090,씨에스베어링,2023-06-23,13000.0,2023-09-07,2023-09-08,-14.62,NO_EXIT_BEFORE_CUTOFF,,-68.92,14.69,-76.54,True,False,OPEN_AT_CUTOFF
297890,HB솔루션,2023-09-08,5600.0,2023-10-05,2023-10-06,-16.34,EXIT4_SCORE_DRAWDOWN_GE_15,2024-07-01,77.86,87.5,-31.7,True,True,REALIZED
298380,에이비엘바이오,2024-01-05,23450.0,2024-02-08,2024-02-13,-15.14,EXIT4_SCORE_DRAWDOWN_GE_15,2024-12-02,17.27,84.65,-19.15,True,True,REALIZED
319660,피에스케이,2023-03-24,21300.0,2023-08-28,2023-08-29,-15.54,EXIT3_PROGRESSED_TO_WEAK,2024-12-02,-20.19,83.57,-21.97,True,False,REALIZED
334970,프레스티지바이오로직스,2024-08-09,5780.0,2024-12-09,2024-12-10,-21.45,NO_EXIT_BEFORE_CUTOFF,,-70.22,35.47,-71.45,True,False,OPEN_AT_CUTOFF
357780,솔브레인,2023-08-04,264000.0,2023-09-11,2023-09-12,-15.34,EXIT4_SCORE_DRAWDOWN_GE_15,2026-05-04,77.08,100.76,-41.29,True,True,REALIZED
357550,석경에이티,2025-12-12,65500.0,2026-02-02,2026-02-03,-12.98,NO_PROGRESSED_BEFORE_CUTOFF,,-49.77,14.96,-56.26,True,False,OPEN_AT_CUTOFF
376300,디어유,2024-11-01,36150.0,2025-01-06,2025-01-07,-16.32,EXIT4_SCORE_DRAWDOWN_GE_15,2025-09-01,38.31,74.83,-19.09,True,True,REALIZED
403870,HPSP,2025-10-31,34600.0,2025-11-19,2025-11-20,-12.14,EXIT4_SCORE_DRAWDOWN_GE_15,2026-07-01,58.67,165.9,-19.51,True,True,REALIZED
950170,JTC,2024-06-14,6150.0,2024-08-05,2024-08-06,-15.93,EXIT3_PROGRESSED_TO_WEAK,2025-12-01,-35.93,22.28,-45.53,True,False,REALIZED
000020,동화약품,2018-01-26,10700.0,2018-10-23,2018-10-24,-14.77,EXIT4_SCORE_DRAWDOWN_GE_15,2020-10-05,107.48,221.96,-55.14,True,True,REALIZED
000080,하이트진로,2012-12-28,30650.0,2013-08-07,2013-08-08,-16.64,EXIT4_SCORE_DRAWDOWN_GE_15,2020-03-02,-13.38,16.48,-50.41,True,False,REALIZED
000120,CJ대한통운,2013-01-11,117000.0,2013-03-21,2013-03-22,-16.15,EXIT4_SCORE_DRAWDOWN_GE_15,2015-05-04,73.93,87.18,-31.03,True,True,REALIZED
000140,하이트진로홀딩스,2014-03-07,14100.0,2014-06-03,2014-06-05,-17.02,EXIT4_SCORE_DRAWDOWN_GE_15,2020-03-02,-19.15,37.94,-54.61,True,False,REALIZED
000150,두산,2013-08-02,112252.0,2014-07-03,2014-07-04,-16.14,EXIT4_SCORE_DRAWDOWN_GE_15,2021-10-01,-12.25,6.67,-77.11,True,False,REALIZED
000210,DL,2013-10-11,92168.0,2014-01-06,2014-01-07,-20.1,NO_EXIT_BEFORE_CUTOFF,,-41.85,20.1,-69.73,True,False,OPEN_AT_CUTOFF
000240,한국앤컴퍼니,2015-01-16,25300.0,2015-03-20,2015-03-23,-16.8,EXIT3_PROGRESSED_TO_EARLY_TREND,2025-12-01,17.98,19.76,-70.75,True,True,REALIZED
000270,기아,2013-08-30,66800.0,2013-12-03,2013-12-04,-15.42,EXIT4_SCORE_DRAWDOWN_GE_15,2021-05-03,15.27,52.69,-67.81,True,True,REALIZED
000370,한화손해보험,2014-08-01,6107.0,2014-10-10,2014-10-13,-16.34,EXIT4_SCORE_DRAWDOWN_GE_15,2016-03-02,28.21,31.1,-35.58,True,True,REALIZED
000390,SP삼화,2015-07-17,24000.0,2015-08-07,2015-08-10,-22.92,EXIT4_SCORE_DRAWDOWN_GE_15,2021-04-01,-46.88,6.67,-84.0,True,False,REALIZED
000480,CR홀딩스,2021-05-07,9410.0,2022-01-07,2022-01-10,-15.09,NO_PROGRESSED_BEFORE_CUTOFF,,-51.91,155.58,-52.82,True,False,OPEN_AT_CUTOFF
000490,대동,2025-02-14,13280.0,2025-03-21,2025-03-24,-17.09,NO_PROGRESSED_BEFORE_CUTOFF,,-36.75,4.22,-58.81,True,False,OPEN_AT_CUTOFF
000680,LS네트웍스,2013-09-06,5230.0,2013-11-07,2013-11-08,-15.87,EXIT4_SCORE_DRAWDOWN_GE_15,2021-10-01,-28.97,20.27,-78.87,True,False,REALIZED
000810,삼성화재,2013-06-28,230500.0,2020-03-04,2020-03-05,-16.7,EXIT4_SCORE_DRAWDOWN_GE_15,2024-07-01,66.38,70.72,-49.02,True,True,REALIZED
000880,한화,2013-10-04,42098.0,2014-03-21,2014-03-24,-15.4,EXIT4_SCORE_DRAWDOWN_GE_15,2025-07-01,187.73,196.85,-66.21,True,True,REALIZED
000720,현대건설,2013-01-11,70248.0,2013-04-09,2013-04-10,-14.82,EXIT4_SCORE_DRAWDOWN_GE_15,2021-10-01,-27.12,9.97,-73.48,True,False,REALIZED
000970,한국주철관,2019-06-21,14350.0,2019-07-23,2019-07-24,-15.33,NO_PROGRESSED_BEFORE_CUTOFF,,-53.59,17.42,-63.97,True,False,OPEN_AT_CUTOFF
001060,JW중외제약,2018-02-02,39945.0,2018-05-08,2018-05-09,-15.48,EXIT4_SCORE_DRAWDOWN_GE_15,2023-11-01,-34.93,28.91,-60.06,True,False,REALIZED
001120,LX인터내셔널,2012-12-28,48600.0,2013-03-04,2013-03-05,-15.64,EXIT4_SCORE_DRAWDOWN_GE_15,2021-05-03,-36.63,3.5,-86.44,True,False,REALIZED
001450,현대해상,2014-08-22,32000.0,2014-11-03,2014-11-04,-16.56,NO_EXIT_BEFORE_CUTOFF,,59.69,70.94,-48.12,True,True,OPEN_AT_CUTOFF
001390,KG케미칼,2025-11-28,5500.0,2026-03-04,2026-03-05,-12.55,NO_PROGRESSED_BEFORE_CUTOFF,,-17.82,34.55,-35.09,True,False,OPEN_AT_CUTOFF
001440,대한전선,2024-05-03,13190.0,2024-09-05,2024-09-06,-15.92,EXIT4_SCORE_DRAWDOWN_GE_15,2026-02-02,117.59,130.86,-24.18,True,True,REALIZED
001430,세아베스틸지주,2014-08-01,35800.0,2014-12-11,2014-12-12,-17.6,EXIT4_SCORE_DRAWDOWN_GE_15,2021-08-02,-11.17,31.15,-85.34,True,False,REALIZED
001460,BYC,2023-03-03,55800.0,2023-03-10,2023-03-13,-14.96,EXIT4_SCORE_DRAWDOWN_GE_15,2026-06-01,-25.0,28.14,-54.21,True,False,REALIZED
001500,현대차증권,2014-08-01,12161.0,2014-09-25,2014-09-26,-15.8,EXIT3_PROGRESSED_TO_TRANSITION,2022-02-03,-19.49,23.17,-62.79,True,False,REALIZED
001680,대상,2019-03-15,29850.0,2019-05-08,2019-05-09,-15.41,NO_PROGRESSED_BEFORE_CUTOFF,,-35.64,4.69,-55.95,True,False,OPEN_AT_CUTOFF
001720,신영증권,2016-03-18,58900.0,2016-06-14,2016-06-15,-15.45,EXIT4_SCORE_DRAWDOWN_GE_15,2025-07-01,107.98,141.09,-32.94,True,True,REALIZED
001800,오리온홀딩스,2014-08-01,47354.0,2014-10-08,2014-10-10,-14.52,NO_EXIT_BEFORE_CUTOFF,,-46.04,43.67,-78.04,True,False,OPEN_AT_CUTOFF
001820,삼화콘덴서,2022-01-21,65600.0,2022-02-14,2022-02-15,-14.02,EXIT4_SCORE_DRAWDOWN_GE_15,2026-07-01,136.59,200.0,-67.23,True,True,REALIZED
002020,코오롱,2013-05-03,26950.0,2013-06-03,2013-06-04,-15.21,EXIT4_SCORE_DRAWDOWN_GE_15,2015-06-01,174.58,197.96,-42.3,True,True,REALIZED
002100,경농,2021-06-18,17900.0,2021-07-21,2021-07-22,-16.48,NO_PROGRESSED_BEFORE_CUTOFF,,-47.88,5.03,-52.51,True,False,OPEN_AT_CUTOFF
002150,도화엔지니어링,2021-04-23,9320.0,2021-10-06,2021-10-07,-16.63,NO_PROGRESSED_BEFORE_CUTOFF,,-42.92,36.27,-52.09,True,False,OPEN_AT_CUTOFF
002350,넥센타이어,2014-06-20,16550.0,2014-09-04,2014-09-05,-16.92,NO_PROGRESSED_BEFORE_CUTOFF,,-63.26,6.65,-76.95,True,False,OPEN_AT_CUTOFF
002390,한독,2014-05-23,24650.0,2014-11-26,2014-11-27,-20.08,EXIT3_PROGRESSED_TO_TRANSITION,2016-10-04,18.66,80.12,-31.24,True,True,REALIZED
002810,삼영무역,2016-03-11,21203.0,2016-07-18,2016-07-19,-17.26,NO_EXIT_BEFORE_CUTOFF,,3.99,15.79,-52.6,True,True,OPEN_AT_CUTOFF
002840,미원상사,2023-02-24,182600.0,2025-08-21,2025-08-22,-17.03,NO_PROGRESSED_BEFORE_CUTOFF,,-28.81,18.29,-40.25,True,False,OPEN_AT_CUTOFF
002990,금호건설,2018-04-20,12300.0,2018-06-27,2018-06-28,-17.07,EXIT4_SCORE_DRAWDOWN_GE_15,2026-07-01,-2.44,56.1,-81.26,True,False,REALIZED
003000,부광약품,2013-05-03,6230.0,2013-06-24,2013-06-25,-17.21,EXIT4_SCORE_DRAWDOWN_GE_15,2020-10-05,287.43,524.08,-23.85,True,True,REALIZED
003030,세아제강지주,2013-05-03,100601.0,2013-07-03,2013-07-04,-19.07,EXIT4_SCORE_DRAWDOWN_GE_15,2017-05-02,-17.97,14.83,-59.66,True,False,REALIZED
003090,대웅,2019-02-15,19950.0,2019-06-19,2019-06-20,-14.29,EXIT4_SCORE_DRAWDOWN_GE_15,2021-01-04,177.19,334.59,-67.57,True,True,REALIZED
003220,대원제약,2017-02-24,17573.0,2017-08-16,2017-08-17,-15.24,NO_PROGRESSED_BEFORE_CUTOFF,,-54.08,71.31,-59.82,True,False,OPEN_AT_CUTOFF
003200,일신방직,2023-02-24,13320.0,2023-06-01,2023-06-02,-14.86,EXIT4_SCORE_DRAWDOWN_GE_15,2026-04-01,-14.34,33.63,-48.35,True,False,REALIZED
003230,삼양식품,2019-03-29,86000.0,2019-05-24,2019-05-27,-16.05,EXIT3_PROGRESSED_TO_TRANSITION,2021-03-02,1.86,62.79,-33.02,True,True,REALIZED
003550,LG,2014-07-25,62347.0,2015-07-14,2015-07-16,-14.85,NO_EXIT_BEFORE_CUTOFF,,94.24,198.17,-32.42,True,True,OPEN_AT_CUTOFF
003470,유안타증권,2018-01-26,5260.0,2018-03-02,2018-03-05,-16.16,EXIT4_SCORE_DRAWDOWN_GE_15,2021-10-01,-23.38,3.04,-74.52,True,False,REALIZED
003490,대한항공,2016-09-30,21274.0,2016-11-11,2016-11-14,-17.62,EXIT4_SCORE_DRAWDOWN_GE_15,2021-05-03,26.45,50.18,-60.99,True,True,REALIZED
003540,대신증권,2014-07-25,10300.0,2015-01-22,2015-01-23,-14.47,EXIT4_SCORE_DRAWDOWN_GE_15,2018-05-02,33.5,73.79,-15.05,True,True,REALIZED
003570,SNT다이내믹스,2013-05-10,13878.0,2013-08-27,2013-08-28,-15.49,EXIT4_SCORE_DRAWDOWN_GE_15,2021-09-01,-24.34,9.15,-68.04,True,False,REALIZED
003690,코리안리,2013-09-13,7656.0,2014-03-06,2014-03-07,-14.8,EXIT4_SCORE_DRAWDOWN_GE_15,2025-11-03,38.58,52.69,-58.18,True,True,REALIZED
003580,HLB글로벌,2021-04-02,9600.0,2021-04-07,2021-04-08,-17.08,EXIT4_SCORE_DRAWDOWN_GE_15,2021-07-01,76.04,137.5,-24.27,True,True,REALIZED
003670,포스코퓨처엠,2014-05-09,14156.0,2015-01-21,2015-01-22,-16.67,EXIT4_SCORE_DRAWDOWN_GE_15,2018-02-01,216.52,235.48,-39.22,True,True,REALIZED
003920,남양유업,2013-12-13,93748.0,2014-06-13,2014-06-17,-15.91,EXIT4_SCORE_DRAWDOWN_GE_15,2021-10-01,-54.56,2.33,-73.22,True,False,REALIZED
004020,현대제철,2013-11-01,89500.0,2014-01-27,2014-01-28,-15.98,EXIT4_SCORE_DRAWDOWN_GE_15,2021-07-01,-39.78,0.0,-86.15,False,False,REALIZED
004170,신세계,2013-11-29,254000.0,2014-02-14,2014-02-17,-15.35,EXIT4_SCORE_DRAWDOWN_GE_15,2018-05-02,64.37,70.47,-37.6,True,True,REALIZED
004360,세방,2013-05-31,19550.0,2015-11-19,2015-11-20,-15.35,EXIT3_PROGRESSED_TO_TRANSITION,2021-09-01,-30.95,17.9,-67.98,True,False,REALIZED
004370,농심,2013-05-03,335000.0,2013-06-03,2013-06-04,-15.37,EXIT4_SCORE_DRAWDOWN_GE_15,2016-04-01,19.4,61.19,-32.24,True,True,REALIZED
004490,세방전지,2015-04-03,51400.0,2015-06-03,2015-06-04,-17.8,EXIT4_SCORE_DRAWDOWN_GE_15,2021-04-01,52.72,185.02,-56.61,True,True,REALIZED
004430,송원산업,2013-05-03,14800.0,2013-06-24,2013-06-25,-20.27,EXIT4_SCORE_DRAWDOWN_GE_15,2016-04-01,33.45,38.51,-60.95,True,True,REALIZED
004710,한솔테크닉스,2015-10-02,23954.0,2016-01-20,2016-01-21,-15.91,EXIT4_SCORE_DRAWDOWN_GE_15,2016-04-01,-23.67,13.26,-35.61,True,False,REALIZED
004700,조광피혁,2020-06-05,55000.0,2020-06-15,2020-06-16,-14.64,NO_EXIT_BEFORE_CUTOFF,,16.55,59.27,-27.27,True,True,OPEN_AT_CUTOFF
004800,효성,2013-08-30,32457.0,2014-11-04,2014-11-05,-17.14,EXIT3_PROGRESSED_TO_EARLY_TREND,2016-09-01,84.69,116.3,-17.84,True,True,REALIZED
004970,신라교역,2014-08-22,29700.0,2014-10-08,2014-10-10,-17.85,NO_EXIT_BEFORE_CUTOFF,,-69.16,1.35,-78.65,True,False,OPEN_AT_CUTOFF
004990,롯데지주,2013-02-22,70842.0,2013-06-21,2013-06-24,-16.5,NO_PROGRESSED_BEFORE_CUTOFF,,-65.06,76.87,-72.08,True,False,OPEN_AT_CUTOFF
004980,성신양회,2016-04-29,14000.0,2016-05-19,2016-05-20,-22.5,EXIT4_SCORE_DRAWDOWN_GE_15,2021-09-01,-21.79,33.93,-72.0,True,False,REALIZED
005300,롯데칠성,2013-04-19,164314.0,2013-06-14,2013-06-17,-14.49,NO_EXIT_BEFORE_CUTOFF,,-40.18,81.98,-51.98,True,False,OPEN_AT_CUTOFF
005010,휴스틸,2025-03-07,6360.0,2025-03-25,2025-03-26,-15.41,NO_PROGRESSED_BEFORE_CUTOFF,,-39.78,14.78,-51.1,True,False,OPEN_AT_CUTOFF
005180,빙그레,2017-04-21,70000.0,2017-09-05,2017-09-06,-14.29,EXIT4_SCORE_DRAWDOWN_GE_15,2024-07-01,38.71,69.14,-49.93,True,True,REALIZED
005090,SGC에너지,2012-12-28,70100.0,2013-06-25,2013-06-26,-16.83,EXIT4_SCORE_DRAWDOWN_GE_15,2015-07-01,69.76,74.75,-40.51,True,True,REALIZED
005380,현대차,2013-08-02,232500.0,2014-09-19,2014-09-22,-14.84,EXIT4_SCORE_DRAWDOWN_GE_15,2024-10-02,2.15,28.82,-72.04,True,True,REALIZED
005440,현대지에프홀딩스,2013-05-10,12447.0,2014-03-07,2014-03-10,-15.35,EXIT4_SCORE_DRAWDOWN_GE_15,2025-09-01,-37.98,50.8,-75.82,True,False,REALIZED
005490,POSCO홀딩스,2014-08-22,339500.0,2014-12-11,2014-12-12,-15.61,EXIT4_SCORE_DRAWDOWN_GE_15,2021-07-01,2.06,21.8,-60.82,True,True,REALIZED
005420,코스모화학,2021-01-08,11529.0,2021-03-08,2021-03-09,-20.9,EXIT4_SCORE_DRAWDOWN_GE_15,2021-10-01,38.07,72.78,-25.0,True,True,REALIZED
005610,삼립,2022-03-04,91000.0,2022-05-19,2022-05-20,-14.29,NO_PROGRESSED_BEFORE_CUTOFF,,-55.33,7.8,-61.92,True,False,OPEN_AT_CUTOFF
005680,삼영전자,2018-06-29,15700.0,2018-10-01,2018-10-02,-16.56,EXIT4_SCORE_DRAWDOWN_GE_15,2021-09-01,-15.92,15.92,-62.99,True,False,REALIZED
005720,넥센,2013-06-28,8670.0,2013-10-18,2013-10-21,-14.65,NO_EXIT_BEFORE_CUTOFF,,-30.57,26.3,-66.32,True,False,OPEN_AT_CUTOFF
005690,파미셀,2015-07-24,7210.0,2015-08-03,2015-08-04,-17.61,EXIT3_PROGRESSED_TO_TRANSITION,2016-12-01,-35.71,4.72,-47.99,True,False,REALIZED
005830,DB손해보험,2013-07-12,49500.0,2020-02-19,2020-02-20,-16.06,EXIT4_SCORE_DRAWDOWN_GE_15,2026-06-01,183.23,332.32,-52.02,True,True,REALIZED
005810,풍산홀딩스,2016-04-01,20246.0,2018-10-25,2018-10-26,-16.21,EXIT4_SCORE_DRAWDOWN_GE_15,2026-01-02,86.21,170.67,-54.37,True,True,REALIZED
005850,에스엘,2014-03-28,15463.0,2015-07-03,2015-07-06,-20.36,EXIT4_SCORE_DRAWDOWN_GE_15,2026-06-01,375.97,414.13,-53.15,True,True,REALIZED
005930,삼성전자,2015-03-27,28500.0,2015-07-31,2015-08-03,-16.91,EXIT4_SCORE_DRAWDOWN_GE_15,2017-05-02,59.65,60.7,-27.51,True,True,REALIZED
005940,NH투자증권,2014-08-29,11850.0,2015-01-07,2015-01-08,-14.35,EXIT3_PROGRESSED_TO_EARLY_TREND,2018-07-02,25.74,48.95,-29.54,True,True,REALIZED
005950,이수화학,2020-11-13,6725.0,2021-03-12,2021-03-15,-16.73,EXIT4_SCORE_DRAWDOWN_GE_15,2023-02-01,45.72,154.65,-21.93,True,True,REALIZED
006040,동원산업,2014-02-28,60469.0,2015-11-12,2015-11-13,-16.09,EXIT4_SCORE_DRAWDOWN_GE_15,2026-03-03,-29.96,20.3,-64.36,True,False,REALIZED
006060,화승인더,2019-04-05,10100.0,2019-07-26,2019-07-29,-16.04,EXIT3_PROGRESSED_TO_WEAK,2020-04-01,-33.07,35.64,-43.76,True,False,REALIZED
006120,SK디스커버리,2013-12-13,33930.0,2018-10-23,2018-10-24,-17.48,EXIT3_PROGRESSED_TO_TRANSITION,2021-12-01,28.65,169.97,-54.61,True,True,REALIZED
006260,LS,2014-01-10,84300.0,2014-05-29,2014-05-30,-14.95,EXIT4_SCORE_DRAWDOWN_GE_15,2023-11-01,-7.12,79.48,-71.47,True,False,REALIZED
006360,GS건설,2016-05-13,31200.0,2016-07-08,2016-07-11,-16.99,EXIT4_SCORE_DRAWDOWN_GE_15,2018-10-01,68.59,75.32,-26.12,True,True,REALIZED
006400,삼성SDI,2013-07-19,158602.0,2014-09-24,2014-09-25,-16.67,EXIT4_SCORE_DRAWDOWN_GE_15,2017-10-10,25.31,38.58,-53.33,True,True,REALIZED
006650,대한유화,2013-11-29,82700.0,2014-04-16,2014-04-17,-16.69,EXIT3_PROGRESSED_TO_TRANSITION,2017-04-03,197.46,262.15,-33.13,True,True,REALIZED
006800,미래에셋증권,2014-08-29,11485.0,2014-12-30,2015-01-02,-16.53,EXIT4_SCORE_DRAWDOWN_GE_15,2025-08-01,61.94,119.76,-69.62,True,True,REALIZED
007340,DN오토모티브,2015-03-27,7051.0,2019-10-18,2019-10-21,-14.79,EXIT4_SCORE_DRAWDOWN_GE_15,2021-11-01,65.59,69.58,-41.21,True,True,REALIZED
007160,사조산업,2016-08-12,72700.0,2016-09-09,2016-09-12,-16.23,EXIT4_SCORE_DRAWDOWN_GE_15,2021-10-01,-30.81,26.27,-74.28,True,False,REALIZED
007310,오뚜기,2018-06-01,875000.0,2018-08-22,2018-08-23,-15.2,NO_PROGRESSED_BEFORE_CUTOFF,,-61.83,4.11,-66.8,True,False,OPEN_AT_CUTOFF
007570,일양약품,2013-03-08,34905.0,2013-06-26,2013-06-27,-13.3,EXIT3_PROGRESSED_TO_TRANSITION,2016-10-04,55.45,226.93,-28.04,True,True,REALIZED
007660,이수페타시스,2015-05-22,6427.0,2015-06-15,2015-06-16,-17.5,EXIT3_PROGRESSED_TO_TRANSITION,2019-06-03,-40.05,2.55,-54.54,True,False,REALIZED
007690,국도화학,2014-01-03,42376.0,2014-10-02,2014-10-06,-17.64,EXIT3_PROGRESSED_TO_TRANSITION,2016-01-04,6.95,56.85,-28.16,True,True,REALIZED
008060,대덕,2013-03-08,11656.0,2013-06-12,2013-06-13,-15.61,EXIT4_SCORE_DRAWDOWN_GE_15,2018-02-01,-17.07,8.62,-42.5,True,False,REALIZED
008490,서흥,2015-08-28,55000.0,2015-09-08,2015-09-09,-13.73,EXIT4_SCORE_DRAWDOWN_GE_15,2020-08-03,6.73,7.64,-59.09,True,True,REALIZED
009160,SIMPAC,2025-07-11,5200.0,2025-08-20,2025-08-21,-15.48,NO_PROGRESSED_BEFORE_CUTOFF,,-4.62,32.69,-28.37,True,False,OPEN_AT_CUTOFF
009150,삼성전기,2015-04-03,74100.0,2015-05-06,2015-05-07,-16.33,EXIT4_SCORE_DRAWDOWN_GE_15,2017-10-10,39.68,54.52,-39.54,True,True,REALIZED
009290,광동제약,2018-02-02,9610.0,2018-05-28,2018-05-29,-15.61,EXIT4_SCORE_DRAWDOWN_GE_15,2021-03-02,-7.91,38.92,-59.31,True,False,REALIZED
009450,경동나비엔,2015-09-11,35100.0,2016-01-07,2016-01-08,-21.94,EXIT4_SCORE_DRAWDOWN_GE_15,2016-08-01,83.19,83.76,-24.64,True,True,REALIZED
009410,태영건설,2013-03-22,6103.0,2014-10-13,2014-10-14,-17.01,EXIT4_SCORE_DRAWDOWN_GE_15,2018-02-01,103.36,109.18,-33.44,True,True,REALIZED
009540,HD한국조선해양,2013-11-08,249813.0,2014-01-13,2014-01-14,-16.18,NO_EXIT_BEFORE_CUTOFF,,39.5,97.95,-74.3,True,True,OPEN_AT_CUTOFF
009580,무림P&P,2013-05-31,5750.0,2014-01-13,2014-01-14,-17.57,EXIT4_SCORE_DRAWDOWN_GE_15,2018-07-02,50.43,66.26,-33.48,True,True,REALIZED
009680,모토닉,2019-01-18,13200.0,2019-02-14,2019-02-15,-17.05,EXIT4_SCORE_DRAWDOWN_GE_15,2021-07-01,-7.58,23.11,-64.81,True,False,REALIZED
009830,한화솔루션,2015-05-22,22812.0,2015-08-20,2015-08-21,-19.5,EXIT3_PROGRESSED_TO_TRANSITION,2017-01-02,23.75,45.0,-19.75,True,True,REALIZED
010140,삼성중공업,2013-07-26,28846.0,2014-01-28,2014-01-29,-16.8,EXIT3_PROGRESSED_TO_TRANSITION,2024-02-01,-74.8,14.79,-89.96,True,False,REALIZED
010690,화신,2013-03-29,11850.0,2014-10-07,2014-10-08,-17.89,EXIT4_SCORE_DRAWDOWN_GE_15,2023-09-01,9.11,91.56,-88.44,True,True,REALIZED
