comparison,group,reference,extreme_contrast,feature,feature_kind,level,scope,group_n,reference_n,group_median,reference_median,group_share_pct,reference_share_pct,auc,effect,effect_unit
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,entry_pattern_a_stage,categorical,EARLY_TREND,WINDOW_P3-2,96,1696,,,14.5833,11.8514,,2.7319,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY_BEFORE_2021,207,2682,,,10.628,14.355,,-3.7269,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,entry_pattern_a_stage,categorical,EARLY_TREND,ENTRY_FROM_2021,139,2352,,,10.0719,13.5629,,-3.491,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,daily_risk,categorical,ELEVATED,WINDOW_P1,320,4662,,,20.9375,24.0026,,-3.0651,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,daily_risk,categorical,ELEVATED,WINDOW_P2-1,64,1736,,,32.8125,22.7535,,10.059,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,daily_risk,categorical,ELEVATED,WINDOW_P2-2,134,2290,,,29.1045,25.1965,,3.908,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,daily_risk,categorical,ELEVATED,WINDOW_P3-1,30,1143,,,26.6667,21.8723,,4.7944,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,daily_risk,categorical,ELEVATED,WINDOW_P3-2,96,1696,,,23.9583,25.9434,,-1.9851,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,daily_risk,categorical,ELEVATED,ENTRY_BEFORE_2021,207,2682,,,15.4589,22.8188,,-7.3599,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,daily_risk,categorical,ELEVATED,ENTRY_FROM_2021,139,2352,,,28.0576,25.0425,,3.015,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_score_state,categorical,PARTIAL,WINDOW_P1,320,4662,,,3.4375,5.3625,,-1.925,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_score_state,categorical,PARTIAL,WINDOW_P2-1,64,1736,,,3.125,4.8963,,-1.7713,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_score_state,categorical,PARTIAL,WINDOW_P2-2,134,2290,,,2.9851,4.7598,,-1.7748,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_score_state,categorical,PARTIAL,WINDOW_P3-1,30,1143,,,3.3333,4.8119,,-1.4786,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_score_state,categorical,PARTIAL,WINDOW_P3-2,96,1696,,,2.0833,4.658,,-2.5747,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_score_state,categorical,PARTIAL,ENTRY_BEFORE_2021,207,2682,,,3.3816,5.3691,,-1.9875,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_score_state,categorical,PARTIAL,ENTRY_FROM_2021,139,2352,,,2.8777,4.5918,,-1.7141,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,entry_kind,categorical,REENTRY,WINDOW_P1,320,4662,,,54.6875,63.2347,,-8.5472,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,entry_kind,categorical,REENTRY,WINDOW_P2-1,64,1736,,,23.4375,35.5415,,-12.104,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,entry_kind,categorical,REENTRY,WINDOW_P2-2,134,2290,,,41.791,42.3581,,-0.567,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,entry_kind,categorical,REENTRY,WINDOW_P3-1,30,1143,,,30.0,27.2091,,2.7909,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,entry_kind,categorical,REENTRY,WINDOW_P3-2,96,1696,,,41.6667,34.2571,,7.4096,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,entry_kind,categorical,REENTRY,ENTRY_BEFORE_2021,207,2682,,,40.0966,50.3729,,-10.2762,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,entry_kind,categorical,REENTRY,ENTRY_FROM_2021,139,2352,,,66.9065,71.131,,-4.2245,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P1,320,4662,,,38.75,38.3312,,0.4188,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P2-1,64,1736,,,37.5,40.6106,,-3.1106,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P2-2,134,2290,,,39.5522,41.179,,-1.6268,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P3-1,30,1143,,,40.0,39.895,,0.105,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_conditional_status,categorical,EVENT_OBSERVED,WINDOW_P3-2,96,1696,,,41.6667,40.9198,,0.7469,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_conditional_status,categorical,EVENT_OBSERVED,ENTRY_BEFORE_2021,207,2682,,,38.6473,36.3535,,2.2939,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,fast_conditional_status,categorical,EVENT_OBSERVED,ENTRY_FROM_2021,139,2352,,,40.2878,41.3265,,-1.0388,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P1,320,4662,,,5.3125,3.861,,1.4515,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P2-1,64,1736,,,0.0,4.0899,,-4.0899,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P2-2,134,2290,,,2.9851,4.1921,,-1.2071,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P3-1,30,1143,,,0.0,5.1619,,-5.1619,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_LIQUIDITY,WINDOW_P3-2,96,1696,,,4.1667,5.1297,,-0.9631,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_LIQUIDITY,ENTRY_BEFORE_2021,207,2682,,,6.7633,3.8404,,2.9229,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_LIQUIDITY,ENTRY_FROM_2021,139,2352,,,2.8777,4.2942,,-1.4165,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P1,320,4662,,,40.9375,28.2711,,12.6664,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P2-1,64,1736,,,31.25,18.8364,,12.4136,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P2-2,134,2290,,,22.3881,19.7817,,2.6064,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P3-1,30,1143,,,16.6667,16.273,,0.3937,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_MARKET_CAP,WINDOW_P3-2,96,1696,,,14.5833,18.4552,,-3.8719,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_MARKET_CAP,ENTRY_BEFORE_2021,207,2682,,,50.7246,33.8926,,16.832,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,FILTERED_MARKET_CAP,ENTRY_FROM_2021,139,2352,,,21.5827,19.7279,,1.8548,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,INVESTABLE,WINDOW_P1,320,4662,,,53.75,67.8679,,-14.1179,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,INVESTABLE,WINDOW_P2-1,64,1736,,,68.75,77.0737,,-8.3237,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,INVESTABLE,WINDOW_P2-2,134,2290,,,74.6269,76.0262,,-1.3993,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,INVESTABLE,WINDOW_P3-1,30,1143,,,83.3333,78.5652,,4.7682,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,INVESTABLE,WINDOW_P3-2,96,1696,,,81.25,76.4151,,4.8349,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,INVESTABLE,ENTRY_BEFORE_2021,207,2682,,,42.5121,62.267,,-19.7549,share_pp
WIN_100_vs_REST,WIN_100,NOT_WIN_100,False,investability_status,categorical,INVESTABLE,ENTRY_FROM_2021,139,2352,,,75.5396,75.9779,,-0.4383,share_pp
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score,numeric,,WINDOW_P1,3484,1498,76.67,77.05,,,0.4669,-0.0331,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score,numeric,,WINDOW_P2-1,1221,579,76.94,77.74,,,0.4725,-0.0275,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score,numeric,,WINDOW_P2-2,1679,745,76.67,77.35,,,0.4726,-0.0274,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score,numeric,,WINDOW_P3-1,830,343,76.8,76.94,,,0.4718,-0.0282,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score,numeric,,WINDOW_P3-2,1292,500,76.3,76.85,,,0.4765,-0.0235,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score,numeric,,ENTRY_BEFORE_2021,1982,907,76.74,77.17,,,0.4555,-0.0445,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_score,numeric,,ENTRY_FROM_2021,1725,766,76.8,77.32,,,0.476,-0.024,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,pattern_a_score,numeric,,WINDOW_P1,3484,1498,59.986,60.4745,,,0.4895,-0.0105,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,pattern_a_score,numeric,,WINDOW_P2-1,1221,579,57.5123,59.6338,,,0.4864,-0.0136,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,pattern_a_score,numeric,,WINDOW_P2-2,1679,745,55.9402,57.983,,,0.4767,-0.0233,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,pattern_a_score,numeric,,WINDOW_P3-1,830,343,60.1018,60.3744,,,0.4989,-0.0011,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,pattern_a_score,numeric,,WINDOW_P3-2,1292,500,57.1212,57.6654,,,0.4848,-0.0152,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,pattern_a_score,numeric,,ENTRY_BEFORE_2021,1982,907,62.8161,64.7069,,,0.4893,-0.0107,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,pattern_a_score,numeric,,ENTRY_FROM_2021,1725,766,56.5382,57.7236,,,0.4823,-0.0177,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_weekly_core_score,numeric,,WINDOW_P1,3484,1498,82.75,82.75,,,0.4797,-0.0203,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_weekly_core_score,numeric,,WINDOW_P2-1,1221,579,82.75,82.75,,,0.4941,-0.0059,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_weekly_core_score,numeric,,WINDOW_P2-2,1679,745,82.75,82.75,,,0.4952,-0.0048,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_weekly_core_score,numeric,,WINDOW_P3-1,830,343,82.75,82.75,,,0.5171,0.0171,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_weekly_core_score,numeric,,WINDOW_P3-2,1292,500,82.75,82.75,,,0.5107,0.0107,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_weekly_core_score,numeric,,ENTRY_BEFORE_2021,1982,907,82.75,82.75,,,0.4646,-0.0354,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,fast_weekly_core_score,numeric,,ENTRY_FROM_2021,1725,766,82.75,82.75,,,0.5017,0.0017,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,range_position_24m,numeric,,WINDOW_P1,3484,1498,0.5223,0.5648,,,0.4509,-0.0491,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,range_position_24m,numeric,,WINDOW_P2-1,1221,579,0.5451,0.61,,,0.4262,-0.0738,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,range_position_24m,numeric,,WINDOW_P2-2,1679,745,0.5335,0.5833,,,0.4378,-0.0622,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,range_position_24m,numeric,,WINDOW_P3-1,830,343,0.4896,0.5145,,,0.4632,-0.0368,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,range_position_24m,numeric,,WINDOW_P3-2,1292,500,0.4952,0.5216,,,0.4681,-0.0319,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,range_position_24m,numeric,,ENTRY_BEFORE_2021,1982,907,0.5223,0.567,,,0.4456,-0.0544,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,range_position_24m,numeric,,ENTRY_FROM_2021,1725,766,0.5332,0.5828,,,0.4395,-0.0605,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P1,3484,1498,0.5,0.5,,,0.5154,0.0154,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P2-1,1221,579,0.5,0.5,,,0.5096,0.0096,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P2-2,1679,745,0.5,0.5,,,0.5044,0.0044,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P3-1,830,343,0.5,0.5,,,0.4976,-0.0024,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,monthly_down_month_ratio_12m,numeric,,WINDOW_P3-2,1292,500,0.5,0.5,,,0.4924,-0.0076,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,monthly_down_month_ratio_12m,numeric,,ENTRY_BEFORE_2021,1982,907,0.5,0.5,,,0.5264,0.0264,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,monthly_down_month_ratio_12m,numeric,,ENTRY_FROM_2021,1725,766,0.5,0.5,,,0.5038,0.0038,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P1,3484,1498,0.0108,0.0096,,,0.5077,0.0077,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P2-1,1221,579,0.0104,0.0067,,,0.5158,0.0158,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P2-2,1679,745,0.0096,0.0072,,,0.5159,0.0159,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P3-1,830,343,0.0102,0.0048,,,0.5244,0.0244,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,distance_to_prior_26w_high_pct,numeric,,WINDOW_P3-2,1292,500,0.0095,0.0054,,,0.5248,0.0248,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,distance_to_prior_26w_high_pct,numeric,,ENTRY_BEFORE_2021,1982,907,0.0118,0.0107,,,0.5095,0.0095,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,distance_to_prior_26w_high_pct,numeric,,ENTRY_FROM_2021,1725,766,0.0098,0.006,,,0.524,0.024,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,close_vs_wma200_pct,numeric,,WINDOW_P1,3277,1444,0.165,0.1481,,,0.5085,0.0085,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,close_vs_wma200_pct,numeric,,WINDOW_P2-1,1157,556,0.1695,0.1093,,,0.5656,0.0656,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,close_vs_wma200_pct,numeric,,WINDOW_P2-2,1590,721,0.14,0.117,,,0.5229,0.0229,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,close_vs_wma200_pct,numeric,,WINDOW_P3-1,788,329,0.1783,0.1048,,,0.5716,0.0716,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,close_vs_wma200_pct,numeric,,WINDOW_P3-2,1225,486,0.1356,0.1061,,,0.522,0.022,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,close_vs_wma200_pct,numeric,,ENTRY_BEFORE_2021,1865,873,0.1813,0.1823,,,0.5005,0.0005,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,close_vs_wma200_pct,numeric,,ENTRY_FROM_2021,1636,743,0.1431,0.1062,,,0.5338,0.0338,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,higher_weekly_low_count_13w,numeric,,WINDOW_P1,3484,1498,8.0,8.0,,,0.4849,-0.0151,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,higher_weekly_low_count_13w,numeric,,WINDOW_P2-1,1221,579,8.0,8.0,,,0.4833,-0.0167,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,higher_weekly_low_count_13w,numeric,,WINDOW_P2-2,1679,745,8.0,8.0,,,0.499,-0.001,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,higher_weekly_low_count_13w,numeric,,WINDOW_P3-1,830,343,8.0,8.0,,,0.5035,0.0035,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,higher_weekly_low_count_13w,numeric,,WINDOW_P3-2,1292,500,8.0,8.0,,,0.5063,0.0063,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,higher_weekly_low_count_13w,numeric,,ENTRY_BEFORE_2021,1982,907,8.0,8.0,,,0.4807,-0.0193,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,higher_weekly_low_count_13w,numeric,,ENTRY_FROM_2021,1725,766,8.0,8.0,,,0.4953,-0.0047,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma52_slope_1w,numeric,,WINDOW_P1,3484,1498,0.0036,0.004,,,0.4715,-0.0285,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma52_slope_1w,numeric,,WINDOW_P2-1,1221,579,0.0038,0.0047,,,0.4447,-0.0553,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma52_slope_1w,numeric,,WINDOW_P2-2,1679,745,0.0041,0.0046,,,0.4715,-0.0285,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma52_slope_1w,numeric,,WINDOW_P3-1,830,343,0.0028,0.0026,,,0.4843,-0.0157,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma52_slope_1w,numeric,,WINDOW_P3-2,1292,500,0.0035,0.0032,,,0.5118,0.0118,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma52_slope_1w,numeric,,ENTRY_BEFORE_2021,1982,907,0.0033,0.0038,,,0.4638,-0.0362,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma52_slope_1w,numeric,,ENTRY_FROM_2021,1725,766,0.0041,0.0045,,,0.4741,-0.0259,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma12_vs_wma26_pct,numeric,,WINDOW_P1,3484,1498,0.0457,0.0437,,,0.5179,0.0179,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma12_vs_wma26_pct,numeric,,WINDOW_P2-1,1221,579,0.0469,0.0511,,,0.4736,-0.0264,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma12_vs_wma26_pct,numeric,,WINDOW_P2-2,1679,745,0.0474,0.051,,,0.4834,-0.0166,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma12_vs_wma26_pct,numeric,,WINDOW_P3-1,830,343,0.0416,0.0378,,,0.5247,0.0247,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma12_vs_wma26_pct,numeric,,WINDOW_P3-2,1292,500,0.0438,0.0402,,,0.5228,0.0228,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma12_vs_wma26_pct,numeric,,ENTRY_BEFORE_2021,1982,907,0.0447,0.0411,,,0.5269,0.0269,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,wma12_vs_wma26_pct,numeric,,ENTRY_FROM_2021,1725,766,0.0469,0.0492,,,0.4844,-0.0156,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P1,3484,1498,0.0,0.0,,,0.4952,-0.0048,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P2-1,1221,579,0.0,0.0,,,0.478,-0.022,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P2-2,1679,745,0.0,0.0,,,0.4838,-0.0162,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P3-1,830,343,0.0,0.0,,,0.4776,-0.0224,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,weeks_since_26w_close_breakout,numeric,,WINDOW_P3-2,1292,500,0.0,0.0,,,0.4814,-0.0186,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,weeks_since_26w_close_breakout,numeric,,ENTRY_BEFORE_2021,1982,907,0.0,0.0,,,0.4924,-0.0076,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,weeks_since_26w_close_breakout,numeric,,ENTRY_FROM_2021,1725,766,0.0,0.0,,,0.4748,-0.0252,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P1,1329,582,-0.0439,-0.0366,,,0.4703,-0.0297,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P2-1,481,248,-0.0441,-0.0314,,,0.4408,-0.0592,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P2-2,678,318,-0.0426,-0.0312,,,0.453,-0.047,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P3-1,317,151,-0.0468,-0.0323,,,0.447,-0.053,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,post_breakout_min_low_vs_level_pct_26w,numeric,,WINDOW_P3-2,513,221,-0.0442,-0.0341,,,0.4597,-0.0403,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY_BEFORE_2021,717,338,-0.0439,-0.0453,,,0.4907,-0.0093,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,post_breakout_min_low_vs_level_pct_26w,numeric,,ENTRY_FROM_2021,689,339,-0.0432,-0.0317,,,0.4516,-0.0484,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P1,3484,1498,0.0165,0.0158,,,0.5174,0.0174,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P2-1,1221,579,0.0166,0.0145,,,0.5436,0.0436,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P2-2,1679,745,0.0168,0.0157,,,0.526,0.026,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P3-1,830,343,0.0165,0.0124,,,0.6019,0.1019,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,recent_5d_max_gap_abs_pct,numeric,,WINDOW_P3-2,1292,500,0.0169,0.0143,,,0.5592,0.0592,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,recent_5d_max_gap_abs_pct,numeric,,ENTRY_BEFORE_2021,1982,907,0.0162,0.016,,,0.5091,0.0091,AUC-0.5
LOSS_ANY_vs_POSITIVE,LOSS_ANY,POSITIVE,False,recent_5d_max_gap_abs_pct,numeric,,ENTRY_FROM_2021,1725,766,0.0168,0.0156,,,0.5276,0.0276,AUC-0.5
