ticker,name,signal_reference_date,execution_candidate_date,pattern_a_stage
093190,빅솔론,2025-05-09,2025-05-12,TRANSITION
093190,빅솔론,2025-06-13,2025-06-16,TRANSITION
093190,빅솔론,2025-06-20,2025-06-23,TRANSITION
093190,빅솔론,2025-06-27,2025-06-30,TRANSITION
093190,빅솔론,2025-08-29,2025-09-01,TRANSITION
093190,빅솔론,2025-09-05,2025-09-08,TRANSITION
093190,빅솔론,2025-09-12,2025-09-15,TRANSITION
093190,빅솔론,2025-12-19,2025-12-22,TRANSITION
093190,빅솔론,2025-12-26,2025-12-29,TRANSITION
093190,빅솔론,2026-01-23,2026-01-26,TRANSITION
093190,빅솔론,2026-01-30,2026-02-02,TRANSITION
093190,빅솔론,2026-02-06,2026-02-09,TRANSITION
093190,빅솔론,2026-02-13,2026-02-19,TRANSITION
093190,빅솔론,2026-02-20,2026-02-23,TRANSITION
093190,빅솔론,2026-02-27,2026-03-03,EARLY_TREND
093190,빅솔론,2026-03-06,2026-03-09,EARLY_TREND
093320,케이아이엔엑스,2025-07-18,2025-07-21,EARLY_TREND
093320,케이아이엔엑스,2025-09-19,2025-09-22,TRANSITION
093320,케이아이엔엑스,2025-11-28,2025-12-01,EARLY_TREND
093320,케이아이엔엑스,2025-12-05,2025-12-08,EARLY_TREND
093320,케이아이엔엑스,2025-12-26,2025-12-29,EARLY_TREND
093920,서원인텍,2025-06-20,2025-06-23,TRANSITION
093920,서원인텍,2025-06-27,2025-06-30,TRANSITION
093920,서원인텍,2025-07-04,2025-07-07,TRANSITION
093920,서원인텍,2025-07-11,2025-07-14,TRANSITION
093920,서원인텍,2025-07-18,2025-07-21,TRANSITION
094820,일진파워,2026-01-16,2026-01-19,TRANSITION
094840,슈프리마에이치큐,2026-04-17,2026-04-20,TRANSITION
095340,ISC,2025-01-03,2025-01-06,TRANSITION
095340,ISC,2025-01-10,2025-01-13,TRANSITION
095340,ISC,2025-01-17,2025-01-20,TRANSITION
095340,ISC,2025-01-24,2025-01-31,TRANSITION
095340,ISC,2025-02-14,2025-02-17,TRANSITION
095340,ISC,2025-02-21,2025-02-24,TRANSITION
095340,ISC,2025-10-31,2025-11-03,TRANSITION
095340,ISC,2025-11-07,2025-11-10,TRANSITION
095610,테스,2025-03-14,2025-03-17,TRANSITION
095610,테스,2025-03-21,2025-03-24,TRANSITION
095610,테스,2025-04-25,2025-04-28,TRANSITION
095610,테스,2025-06-27,2025-06-30,TRANSITION
095610,테스,2025-07-04,2025-07-07,EARLY_TREND
095610,테스,2025-07-11,2025-07-14,EARLY_TREND
095610,테스,2025-07-18,2025-07-21,EARLY_TREND
095610,테스,2025-08-22,2025-08-25,EARLY_TREND
096530,씨젠,2025-05-16,2025-05-19,TRANSITION
096530,씨젠,2025-05-30,2025-06-02,TRANSITION
096530,씨젠,2025-06-20,2025-06-23,TRANSITION
096530,씨젠,2025-06-27,2025-06-30,TRANSITION
096530,씨젠,2026-05-15,2026-05-18,TRANSITION
096530,씨젠,2026-05-22,2026-05-26,TRANSITION
096530,씨젠,2026-06-05,2026-06-08,EARLY_TREND
096530,씨젠,2026-07-03,2026-07-06,EARLY_TREND
097780,에코볼트,2025-05-30,2025-06-02,TRANSITION
098120,마이크로컨텍솔,2025-04-18,2025-04-21,TRANSITION
098120,마이크로컨텍솔,2025-04-25,2025-04-28,TRANSITION
098120,마이크로컨텍솔,2025-05-02,2025-05-07,EARLY_TREND
098120,마이크로컨텍솔,2025-05-09,2025-05-12,EARLY_TREND
098460,고영,2025-02-14,2025-02-17,TRANSITION
098460,고영,2025-02-21,2025-02-24,TRANSITION
098660,에스티오,2024-10-04,2024-10-07,EARLY_TREND
098660,에스티오,2024-10-18,2024-10-21,EARLY_TREND
099220,SDN,2026-04-03,2026-04-06,TRANSITION
099220,SDN,2026-04-17,2026-04-20,TRANSITION
099430,바이오플러스,2024-12-13,2024-12-16,TRANSITION
099430,바이오플러스,2024-12-20,2024-12-23,TRANSITION
099430,바이오플러스,2024-12-27,2024-12-30,TRANSITION
099430,바이오플러스,2025-01-03,2025-01-06,TRANSITION
099430,바이오플러스,2025-04-18,2025-04-21,TRANSITION
099430,바이오플러스,2025-04-25,2025-04-28,TRANSITION
099430,바이오플러스,2025-05-02,2025-05-07,EARLY_TREND
099430,바이오플러스,2025-05-09,2025-05-12,EARLY_TREND
099750,이지케어텍,2025-12-12,2025-12-15,TRANSITION
100030,인지소프트,2025-08-08,2025-08-11,TRANSITION
100030,인지소프트,2025-11-07,2025-11-10,TRANSITION
100030,인지소프트,2025-11-14,2025-11-17,TRANSITION
100030,인지소프트,2025-11-21,2025-11-24,TRANSITION
100030,인지소프트,2026-01-23,2026-01-26,TRANSITION
100030,인지소프트,2026-01-30,2026-02-02,TRANSITION
100030,인지소프트,2026-02-06,2026-02-09,TRANSITION
100120,뷰웍스,2026-01-30,2026-02-02,TRANSITION
100120,뷰웍스,2026-03-27,2026-03-30,TRANSITION
101160,월덱스,2025-09-19,2025-09-22,TRANSITION
101160,월덱스,2026-03-20,2026-03-23,EARLY_TREND
101160,월덱스,2026-04-17,2026-04-20,EARLY_TREND
101170,우림피티에스,2025-11-28,2025-12-01,EARLY_TREND
101330,모베이스,2025-07-18,2025-07-21,TRANSITION
101330,모베이스,2025-07-25,2025-07-28,TRANSITION
101330,모베이스,2025-08-08,2025-08-11,TRANSITION
101490,에스앤에스텍,2025-10-10,2025-10-13,EARLY_TREND
102120,어보브반도체,2025-10-10,2025-10-13,TRANSITION
102120,어보브반도체,2025-10-17,2025-10-20,TRANSITION
102120,어보브반도체,2025-10-24,2025-10-27,TRANSITION
102120,어보브반도체,2026-05-08,2026-05-11,TRANSITION
102710,이엔에프테크놀로지,2025-03-21,2025-03-24,TRANSITION
102710,이엔에프테크놀로지,2025-03-28,2025-03-31,TRANSITION
102710,이엔에프테크놀로지,2025-04-04,2025-04-07,TRANSITION
102710,이엔에프테크놀로지,2025-04-11,2025-04-14,TRANSITION
102710,이엔에프테크놀로지,2025-04-18,2025-04-21,TRANSITION
102710,이엔에프테크놀로지,2025-04-25,2025-04-28,TRANSITION
102710,이엔에프테크놀로지,2025-05-09,2025-05-12,TRANSITION
102710,이엔에프테크놀로지,2025-05-16,2025-05-19,TRANSITION
102710,이엔에프테크놀로지,2025-05-23,2025-05-26,TRANSITION
102710,이엔에프테크놀로지,2025-05-30,2025-06-02,EARLY_TREND
102710,이엔에프테크놀로지,2025-06-13,2025-06-16,EARLY_TREND
102710,이엔에프테크놀로지,2025-06-20,2025-06-23,EARLY_TREND
102940,코오롱생명과학,2025-03-07,2025-03-10,TRANSITION
102940,코오롱생명과학,2025-03-14,2025-03-17,TRANSITION
104480,티케이케미칼,2026-02-20,2026-02-23,TRANSITION
104480,티케이케미칼,2026-03-20,2026-03-23,TRANSITION
104480,티케이케미칼,2026-03-27,2026-03-30,TRANSITION
104480,티케이케미칼,2026-04-17,2026-04-20,TRANSITION
104830,원익머트리얼즈,2025-09-12,2025-09-15,TRANSITION
104830,원익머트리얼즈,2025-09-19,2025-09-22,TRANSITION
104830,원익머트리얼즈,2025-09-26,2025-09-29,TRANSITION
104830,원익머트리얼즈,2025-10-10,2025-10-13,TRANSITION
104830,원익머트리얼즈,2025-10-17,2025-10-20,TRANSITION
104830,원익머트리얼즈,2026-01-02,2026-01-05,TRANSITION
105550,엣지파운드리,2024-11-15,2024-11-18,TRANSITION
105550,엣지파운드리,2024-11-22,2024-11-25,TRANSITION
105550,엣지파운드리,2024-11-29,2024-12-02,TRANSITION
105550,엣지파운드리,2024-12-06,2024-12-09,TRANSITION
105740,디케이락,2025-09-12,2025-09-15,TRANSITION
105740,디케이락,2025-11-14,2025-11-17,TRANSITION
106190,하이텍팜,2026-02-27,2026-03-03,EARLY_TREND
106190,하이텍팜,2026-03-20,2026-03-23,EARLY_TREND
106240,파인테크닉스,2026-01-23,2026-01-26,TRANSITION
106240,파인테크닉스,2026-03-20,2026-03-23,TRANSITION
106240,파인테크닉스,2026-03-27,2026-03-30,TRANSITION
107640,한중엔시에스,2025-08-08,2025-08-11,TRANSITION
108380,대양전기공업,2025-01-10,2025-01-13,TRANSITION
108380,대양전기공업,2025-01-17,2025-01-20,TRANSITION
108380,대양전기공업,2025-01-24,2025-01-31,TRANSITION
108380,대양전기공업,2025-01-31,2025-02-03,TRANSITION
108380,대양전기공업,2025-02-07,2025-02-10,TRANSITION
108380,대양전기공업,2025-02-14,2025-02-17,TRANSITION
108380,대양전기공업,2025-02-21,2025-02-24,TRANSITION
108380,대양전기공업,2025-02-28,2025-03-04,EARLY_TREND
108380,대양전기공업,2025-03-07,2025-03-10,EARLY_TREND
108380,대양전기공업,2025-04-25,2025-04-28,TRANSITION
109080,옵티시스,2026-03-13,2026-03-16,TRANSITION
109080,옵티시스,2026-03-27,2026-03-30,TRANSITION
109740,디에스케이,2025-06-13,2025-06-16,TRANSITION
109740,디에스케이,2025-06-20,2025-06-23,TRANSITION
109740,디에스케이,2025-06-27,2025-06-30,TRANSITION
109740,디에스케이,2025-08-08,2025-08-11,EARLY_TREND
113810,디젠스,2025-01-10,2025-01-13,TRANSITION
113810,디젠스,2025-02-14,2025-02-17,TRANSITION
114810,한솔아이원스,2025-06-13,2025-06-16,TRANSITION
114810,한솔아이원스,2025-06-20,2025-06-23,TRANSITION
114810,한솔아이원스,2025-06-27,2025-06-30,TRANSITION
114810,한솔아이원스,2025-07-04,2025-07-07,TRANSITION
114810,한솔아이원스,2025-07-11,2025-07-14,TRANSITION
114810,한솔아이원스,2025-07-18,2025-07-21,TRANSITION
114810,한솔아이원스,2025-09-12,2025-09-15,TRANSITION
114810,한솔아이원스,2025-09-19,2025-09-22,TRANSITION
114810,한솔아이원스,2025-09-26,2025-09-29,TRANSITION
114840,아이패밀리에스씨,2025-08-29,2025-09-01,TRANSITION
114840,아이패밀리에스씨,2025-09-05,2025-09-08,TRANSITION
115310,인포바인,2025-01-31,2025-02-03,TRANSITION
115310,인포바인,2025-02-07,2025-02-10,TRANSITION
115310,인포바인,2025-02-14,2025-02-17,TRANSITION
115310,인포바인,2025-02-21,2025-02-24,TRANSITION
115530,씨엔플러스,2024-08-02,2024-08-05,TRANSITION
115530,씨엔플러스,2024-09-06,2024-09-09,TRANSITION
115610,이미지스,2024-10-25,2024-10-28,TRANSITION
119500,포메탈,2025-01-24,2025-01-31,TRANSITION
119500,포메탈,2025-01-31,2025-02-03,TRANSITION
119500,포메탈,2026-01-02,2026-01-05,TRANSITION
121440,골프존홀딩스,2025-04-11,2025-04-14,TRANSITION
121440,골프존홀딩스,2025-04-18,2025-04-21,TRANSITION
121440,골프존홀딩스,2025-04-25,2025-04-28,TRANSITION
121440,골프존홀딩스,2025-05-02,2025-05-07,TRANSITION
121440,골프존홀딩스,2025-05-09,2025-05-12,TRANSITION
121440,골프존홀딩스,2025-05-16,2025-05-19,TRANSITION
121440,골프존홀딩스,2025-05-23,2025-05-26,TRANSITION
121440,골프존홀딩스,2025-07-04,2025-07-07,TRANSITION
121440,골프존홀딩스,2025-07-11,2025-07-14,TRANSITION
121440,골프존홀딩스,2025-07-18,2025-07-21,TRANSITION
122870,와이지엔터테인먼트,2024-11-29,2024-12-02,TRANSITION
122870,와이지엔터테인먼트,2024-12-13,2024-12-16,TRANSITION
122870,와이지엔터테인먼트,2024-12-20,2024-12-23,TRANSITION
122870,와이지엔터테인먼트,2025-02-28,2025-03-04,TRANSITION
122870,와이지엔터테인먼트,2025-03-07,2025-03-10,TRANSITION
122870,와이지엔터테인먼트,2025-03-14,2025-03-17,TRANSITION
122870,와이지엔터테인먼트,2025-03-21,2025-03-24,TRANSITION
122870,와이지엔터테인먼트,2025-03-28,2025-03-31,TRANSITION
122870,와이지엔터테인먼트,2025-04-04,2025-04-07,TRANSITION
122870,와이지엔터테인먼트,2025-04-18,2025-04-21,TRANSITION
122870,와이지엔터테인먼트,2025-04-25,2025-04-28,TRANSITION
122870,와이지엔터테인먼트,2025-05-02,2025-05-07,TRANSITION
122870,와이지엔터테인먼트,2025-05-09,2025-05-12,TRANSITION
122870,와이지엔터테인먼트,2025-05-16,2025-05-19,TRANSITION
122870,와이지엔터테인먼트,2025-05-23,2025-05-26,TRANSITION
122870,와이지엔터테인먼트,2025-05-30,2025-06-02,TRANSITION
122990,와이솔,2026-02-27,2026-03-03,TRANSITION
122990,와이솔,2026-03-06,2026-03-09,TRANSITION
122990,와이솔,2026-03-13,2026-03-16,TRANSITION
122990,와이솔,2026-03-20,2026-03-23,TRANSITION
122990,와이솔,2026-03-27,2026-03-30,TRANSITION
122990,와이솔,2026-04-17,2026-04-20,TRANSITION
122990,와이솔,2026-04-24,2026-04-27,TRANSITION
122990,와이솔,2026-05-08,2026-05-11,TRANSITION
122990,와이솔,2026-05-15,2026-05-18,TRANSITION
122990,와이솔,2026-05-22,2026-05-26,TRANSITION
123410,코리아에프티,2025-08-29,2025-09-01,EARLY_TREND
123410,코리아에프티,2025-09-05,2025-09-08,EARLY_TREND
123410,코리아에프티,2025-09-12,2025-09-15,EARLY_TREND
124500,아이티센글로벌,2025-05-16,2025-05-19,TRANSITION
124500,아이티센글로벌,2025-05-23,2025-05-26,TRANSITION
124500,아이티센글로벌,2025-05-30,2025-06-02,EARLY_TREND
126600,BGF에코머티리얼즈,2026-01-16,2026-01-19,TRANSITION
126600,BGF에코머티리얼즈,2026-01-30,2026-02-02,TRANSITION
126600,BGF에코머티리얼즈,2026-02-27,2026-03-03,TRANSITION
126640,화신정공,2026-05-15,2026-05-18,TRANSITION
127120,제이에스링크,2024-11-29,2024-12-02,TRANSITION
127120,제이에스링크,2024-12-06,2024-12-09,TRANSITION
127120,제이에스링크,2024-12-13,2024-12-16,TRANSITION
127120,제이에스링크,2024-12-20,2024-12-23,TRANSITION
127120,제이에스링크,2024-12-27,2024-12-30,TRANSITION
127120,제이에스링크,2025-02-14,2025-02-17,EARLY_TREND
127710,아시아경제,2024-12-13,2024-12-16,TRANSITION
127710,아시아경제,2025-01-03,2025-01-06,TRANSITION
127710,아시아경제,2025-01-10,2025-01-13,TRANSITION
127710,아시아경제,2025-01-17,2025-01-20,TRANSITION
127710,아시아경제,2026-03-20,2026-03-23,TRANSITION
127710,아시아경제,2026-03-27,2026-03-30,TRANSITION
127710,아시아경제,2026-04-03,2026-04-06,EARLY_TREND
127710,아시아경제,2026-04-17,2026-04-20,EARLY_TREND
127710,아시아경제,2026-04-24,2026-04-27,EARLY_TREND
129920,대성하이텍,2026-03-20,2026-03-23,TRANSITION
131030,옵투스제약,2026-02-20,2026-02-23,TRANSITION
131290,티에스이,2025-10-10,2025-10-13,TRANSITION
131290,티에스이,2025-10-31,2025-11-03,TRANSITION
131290,티에스이,2025-11-07,2025-11-10,TRANSITION
131290,티에스이,2025-12-05,2025-12-08,TRANSITION
131290,티에스이,2025-12-12,2025-12-15,TRANSITION
131290,티에스이,2025-12-26,2025-12-29,TRANSITION
131290,티에스이,2026-01-02,2026-01-05,TRANSITION
131290,티에스이,2026-01-23,2026-01-26,TRANSITION
131760,파인텍,2025-01-03,2025-01-06,TRANSITION
131970,두산테스나,2025-10-10,2025-10-13,TRANSITION
131970,두산테스나,2025-10-17,2025-10-20,TRANSITION
131970,두산테스나,2025-10-31,2025-11-03,TRANSITION
131970,두산테스나,2026-01-02,2026-01-05,TRANSITION
134060,이퓨쳐,2026-07-10,2026-07-13,TRANSITION
134060,이퓨쳐,2026-07-24,2026-07-27,TRANSITION
134060,이퓨쳐,2026-07-31,2026-08-03,TRANSITION
134060,이퓨쳐,2026-08-07,2026-08-10,TRANSITION
136410,아셈스,2025-09-19,2025-09-22,TRANSITION
136410,아셈스,2025-10-10,2025-10-13,EARLY_TREND
136540,윈스테크넷,2024-11-22,2024-11-25,TRANSITION
136540,윈스테크넷,2025-07-11,2025-07-14,TRANSITION
136540,윈스테크넷,2025-07-18,2025-07-21,TRANSITION
136540,윈스테크넷,2025-07-25,2025-07-28,TRANSITION
136540,윈스테크넷,2025-08-01,2025-08-04,TRANSITION
136540,윈스테크넷,2025-08-08,2025-08-11,TRANSITION
136540,윈스테크넷,2025-08-22,2025-08-25,TRANSITION
137400,피엔티,2026-02-20,2026-02-23,TRANSITION
137400,피엔티,2026-02-27,2026-03-03,TRANSITION
137400,피엔티,2026-04-17,2026-04-20,TRANSITION
137400,피엔티,2026-04-24,2026-04-27,TRANSITION
137400,피엔티,2026-05-08,2026-05-11,TRANSITION
138080,오이솔루션,2025-12-12,2025-12-15,TRANSITION
138080,오이솔루션,2026-01-02,2026-01-05,TRANSITION
140410,메지온,2025-04-25,2025-04-28,TRANSITION
140410,메지온,2025-05-02,2025-05-07,EARLY_TREND
140410,메지온,2025-05-16,2025-05-19,EARLY_TREND
140860,파크시스템스,2024-10-04,2024-10-07,TRANSITION
140860,파크시스템스,2024-10-11,2024-10-14,TRANSITION
140860,파크시스템스,2024-10-18,2024-10-21,EARLY_TREND
140860,파크시스템스,2024-10-25,2024-10-28,EARLY_TREND
140860,파크시스템스,2024-11-29,2024-12-02,TRANSITION
140860,파크시스템스,2024-12-06,2024-12-09,TRANSITION
140860,파크시스템스,2024-12-13,2024-12-16,EARLY_TREND
140860,파크시스템스,2024-12-20,2024-12-23,EARLY_TREND
140860,파크시스템스,2024-12-27,2024-12-30,EARLY_TREND
141000,비아트론,2025-01-31,2025-02-03,TRANSITION
141000,비아트론,2025-02-07,2025-02-10,TRANSITION
141000,비아트론,2025-02-14,2025-02-17,TRANSITION
141000,비아트론,2025-02-21,2025-02-24,TRANSITION
141000,비아트론,2026-04-17,2026-04-20,EARLY_TREND
141000,비아트론,2026-04-24,2026-04-27,EARLY_TREND
143160,아이디스,2025-09-05,2025-09-08,TRANSITION
143540,영우디에스피,2026-01-30,2026-02-02,TRANSITION
143540,영우디에스피,2026-02-06,2026-02-09,TRANSITION
143540,영우디에스피,2026-02-13,2026-02-19,TRANSITION
143540,영우디에스피,2026-02-20,2026-02-23,TRANSITION
143540,영우디에스피,2026-02-27,2026-03-03,TRANSITION
143540,영우디에스피,2026-03-27,2026-03-30,TRANSITION
144960,뉴파워프라즈마,2025-07-18,2025-07-21,TRANSITION
144960,뉴파워프라즈마,2025-10-24,2025-10-27,TRANSITION
144960,뉴파워프라즈마,2026-05-08,2026-05-11,EARLY_TREND
145020,휴젤,2023-12-01,2023-12-04,TRANSITION
145020,휴젤,2023-12-08,2023-12-11,TRANSITION
145020,휴젤,2023-12-15,2023-12-18,TRANSITION
145020,휴젤,2023-12-22,2023-12-26,TRANSITION
145020,휴젤,2024-01-05,2024-01-08,TRANSITION
145020,휴젤,2024-01-12,2024-01-15,TRANSITION
145020,휴젤,2024-01-19,2024-01-22,TRANSITION
145020,휴젤,2024-01-26,2024-01-29,TRANSITION
145020,휴젤,2024-02-02,2024-02-05,TRANSITION
145020,휴젤,2024-02-16,2024-02-19,TRANSITION
145020,휴젤,2024-02-23,2024-02-26,TRANSITION
145020,휴젤,2024-04-05,2024-04-08,TRANSITION
145020,휴젤,2024-04-12,2024-04-15,TRANSITION
145020,휴젤,2024-04-19,2024-04-22,TRANSITION
145020,휴젤,2024-04-26,2024-04-29,TRANSITION
146320,비씨엔씨,2025-10-31,2025-11-03,TRANSITION
153460,네이블,2025-06-20,2025-06-23,TRANSITION
153460,네이블,2025-06-27,2025-06-30,TRANSITION
153460,네이블,2025-07-04,2025-07-07,TRANSITION
153460,네이블,2025-07-11,2025-07-14,TRANSITION
153460,네이블,2025-08-29,2025-09-01,TRANSITION
160980,싸이맥스,2025-09-26,2025-09-29,TRANSITION
160980,싸이맥스,2025-10-31,2025-11-03,EARLY_TREND
166090,하나머티리얼즈,2025-12-05,2025-12-08,TRANSITION
170920,엘티씨,2025-07-04,2025-07-07,TRANSITION
170920,엘티씨,2025-09-12,2025-09-15,TRANSITION
171090,선익시스템,2025-10-31,2025-11-03,EARLY_TREND
171090,선익시스템,2025-11-07,2025-11-10,EARLY_TREND
173130,오파스넷,2026-04-17,2026-04-20,TRANSITION
173130,오파스넷,2026-04-24,2026-04-27,TRANSITION
174900,앱클론,2025-10-17,2025-10-20,TRANSITION
176750,듀켐바이오,2026-02-20,2026-02-23,TRANSITION
178320,서진시스템,2025-10-17,2025-10-20,TRANSITION
178320,서진시스템,2025-10-24,2025-10-27,TRANSITION
178320,서진시스템,2025-10-31,2025-11-03,TRANSITION
180400,DXVX,2026-03-20,2026-03-23,TRANSITION
183300,코미코,2025-04-18,2025-04-21,TRANSITION
183300,코미코,2025-04-25,2025-04-28,TRANSITION
183300,코미코,2025-06-13,2025-06-16,TRANSITION
183300,코미코,2025-06-20,2025-06-23,TRANSITION
183300,코미코,2025-06-27,2025-06-30,TRANSITION
183300,코미코,2025-08-22,2025-08-25,TRANSITION
183300,코미코,2025-08-29,2025-09-01,EARLY_TREND
183300,코미코,2025-09-05,2025-09-08,EARLY_TREND
187870,디바이스,2025-11-21,2025-11-24,TRANSITION
187870,디바이스,2025-11-28,2025-12-01,TRANSITION
187870,디바이스,2025-12-05,2025-12-08,TRANSITION
187870,디바이스,2025-12-12,2025-12-15,TRANSITION
187870,디바이스,2025-12-19,2025-12-22,TRANSITION
187870,디바이스,2025-12-26,2025-12-29,TRANSITION
187870,디바이스,2026-01-02,2026-01-05,TRANSITION
187870,디바이스,2026-02-06,2026-02-09,TRANSITION
187870,디바이스,2026-02-13,2026-02-19,TRANSITION
190510,나무가,2025-08-01,2025-08-04,TRANSITION
190510,나무가,2025-08-08,2025-08-11,TRANSITION
190510,나무가,2025-08-22,2025-08-25,TRANSITION
190510,나무가,2025-08-29,2025-09-01,TRANSITION
190510,나무가,2025-09-05,2025-09-08,TRANSITION
190510,나무가,2025-09-12,2025-09-15,TRANSITION
190510,나무가,2025-09-19,2025-09-22,TRANSITION
190510,나무가,2025-09-26,2025-09-29,TRANSITION
190510,나무가,2025-10-10,2025-10-13,TRANSITION
190510,나무가,2025-10-17,2025-10-20,TRANSITION
190510,나무가,2025-10-24,2025-10-27,TRANSITION
190510,나무가,2025-10-31,2025-11-03,TRANSITION
190510,나무가,2025-11-07,2025-11-10,TRANSITION
190510,나무가,2025-12-12,2025-12-15,TRANSITION
190510,나무가,2025-12-19,2025-12-22,TRANSITION
190510,나무가,2025-12-26,2025-12-29,TRANSITION
190650,코리아에셋투자증권,2025-05-02,2025-05-07,TRANSITION
190650,코리아에셋투자증권,2025-05-09,2025-05-12,TRANSITION
190650,코리아에셋투자증권,2025-05-16,2025-05-19,TRANSITION
190650,코리아에셋투자증권,2025-05-23,2025-05-26,TRANSITION
190650,코리아에셋투자증권,2025-05-30,2025-06-02,TRANSITION
190650,코리아에셋투자증권,2025-06-13,2025-06-16,TRANSITION
190650,코리아에셋투자증권,2025-06-20,2025-06-23,TRANSITION
190650,코리아에셋투자증권,2025-06-27,2025-06-30,TRANSITION
190650,코리아에셋투자증권,2026-01-30,2026-02-02,TRANSITION
190650,코리아에셋투자증권,2026-02-06,2026-02-09,TRANSITION
190650,코리아에셋투자증권,2026-02-13,2026-02-19,TRANSITION
192440,슈피겐코리아,2026-04-03,2026-04-06,TRANSITION
192440,슈피겐코리아,2026-04-10,2026-04-13,TRANSITION
192440,슈피겐코리아,2026-04-17,2026-04-20,TRANSITION
192440,슈피겐코리아,2026-04-24,2026-04-27,TRANSITION
192440,슈피겐코리아,2026-05-08,2026-05-11,TRANSITION
192440,슈피겐코리아,2026-05-22,2026-05-26,TRANSITION
194480,데브시스터즈,2025-05-30,2025-06-02,TRANSITION
194480,데브시스터즈,2025-08-08,2025-08-11,TRANSITION
194480,데브시스터즈,2025-08-22,2025-08-25,TRANSITION
194480,데브시스터즈,2025-08-29,2025-09-01,TRANSITION
194480,데브시스터즈,2025-09-05,2025-09-08,TRANSITION
194480,데브시스터즈,2025-09-12,2025-09-15,TRANSITION
194480,데브시스터즈,2025-09-19,2025-09-22,TRANSITION
194480,데브시스터즈,2025-09-26,2025-09-29,TRANSITION
194700,노바렉스,2025-05-02,2025-05-07,TRANSITION
194700,노바렉스,2025-05-09,2025-05-12,TRANSITION
194700,노바렉스,2025-05-16,2025-05-19,TRANSITION
194700,노바렉스,2025-05-23,2025-05-26,TRANSITION
195940,HK이노엔,2026-02-27,2026-03-03,TRANSITION
195940,HK이노엔,2026-03-27,2026-03-30,TRANSITION
195990,루트K,2024-11-08,2024-11-11,TRANSITION
196700,웹스,2025-12-26,2025-12-29,TRANSITION
196700,웹스,2026-02-06,2026-02-09,TRANSITION
198080,캐프,2026-03-27,2026-03-30,TRANSITION
198080,캐프,2026-04-10,2026-04-13,TRANSITION
198080,캐프,2026-04-17,2026-04-20,TRANSITION
198080,캐프,2026-04-24,2026-04-27,TRANSITION
198080,캐프,2026-05-08,2026-05-11,EARLY_TREND
198080,캐프,2026-05-15,2026-05-18,EARLY_TREND
198080,캐프,2026-05-22,2026-05-26,EARLY_TREND
198080,캐프,2026-05-29,2026-06-01,EARLY_TREND
200670,휴메딕스,2024-09-20,2024-09-23,TRANSITION
200670,휴메딕스,2024-09-27,2024-09-30,TRANSITION
200670,휴메딕스,2024-12-20,2024-12-23,TRANSITION
200670,휴메딕스,2024-12-27,2024-12-30,TRANSITION
200670,휴메딕스,2025-05-23,2025-05-26,EARLY_TREND
200780,비씨월드제약,2025-12-19,2025-12-22,TRANSITION
200780,비씨월드제약,2025-12-26,2025-12-29,TRANSITION
200780,비씨월드제약,2026-01-02,2026-01-05,TRANSITION
200780,비씨월드제약,2026-02-13,2026-02-19,TRANSITION
200780,비씨월드제약,2026-02-20,2026-02-23,TRANSITION
200780,비씨월드제약,2026-02-27,2026-03-03,TRANSITION
203650,드림시큐리티,2024-11-08,2024-11-11,TRANSITION
203650,드림시큐리티,2025-01-03,2025-01-06,EARLY_TREND
204270,제이앤티씨,2025-09-19,2025-09-22,TRANSITION
204270,제이앤티씨,2025-09-26,2025-09-29,TRANSITION
204620,글로벌텍스프리,2025-01-24,2025-01-31,TRANSITION
204620,글로벌텍스프리,2025-01-31,2025-02-03,TRANSITION
204620,글로벌텍스프리,2025-02-07,2025-02-10,TRANSITION
204620,글로벌텍스프리,2025-02-14,2025-02-17,TRANSITION
204620,글로벌텍스프리,2025-02-21,2025-02-24,TRANSITION
204620,글로벌텍스프리,2025-02-28,2025-03-04,TRANSITION
204620,글로벌텍스프리,2025-03-07,2025-03-10,TRANSITION
204620,글로벌텍스프리,2025-03-21,2025-03-24,TRANSITION
204620,글로벌텍스프리,2025-03-28,2025-03-31,TRANSITION
204620,글로벌텍스프리,2025-04-04,2025-04-07,EARLY_TREND
204620,글로벌텍스프리,2025-04-11,2025-04-14,EARLY_TREND
204620,글로벌텍스프리,2025-04-18,2025-04-21,EARLY_TREND
204620,글로벌텍스프리,2025-04-25,2025-04-28,EARLY_TREND
204620,글로벌텍스프리,2025-05-02,2025-05-07,EARLY_TREND
204620,글로벌텍스프리,2025-05-09,2025-05-12,EARLY_TREND
204620,글로벌텍스프리,2025-05-23,2025-05-26,EARLY_TREND
208140,정다운,2025-07-11,2025-07-14,TRANSITION
208140,정다운,2025-07-18,2025-07-21,TRANSITION
208140,정다운,2025-07-25,2025-07-28,TRANSITION
208140,정다운,2025-08-01,2025-08-04,TRANSITION
208140,정다운,2025-08-08,2025-08-11,TRANSITION
208140,정다운,2025-08-22,2025-08-25,TRANSITION
208140,정다운,2025-08-29,2025-09-01,TRANSITION
208140,정다운,2025-09-12,2025-09-15,TRANSITION
208140,정다운,2025-09-19,2025-09-22,TRANSITION
208140,정다운,2025-09-26,2025-09-29,TRANSITION
210120,캔버스엔,2024-10-11,2024-10-14,TRANSITION
212560,네오오토,2025-07-04,2025-07-07,TRANSITION
212560,네오오토,2025-07-11,2025-07-14,TRANSITION
