ticker,name,market,isu_cd,control_trade_id,control_trade_sequence,entry_signal_date,entry_signal_information_date,entry_execution_date,entry_open,identity_effective_from,identity_effective_to,v2_exit_reason,v2_exit_category,v2_exit_signal_date,v2_exit_execution_date,v2_exit_price,v2_terminal_return,v2_mfe,v2_mae,v2_holding_days,v2_trade_status,v2_loss_guard_triggered,v2_giveback,v3_entry_signal_date,v3_entry_execution_date,v3_entry_open,v3_exit_reason,v3_exit_signal_date,v3_exit_execution_date,v3_exit_price,v3_terminal_return,v3_strategy_path_mfe,v3_strategy_path_mae,v3_holding_days,v3_trade_status,v3_fast_state_at_exit,v3_soft_threshold,v3_hard_threshold,v3_exit_mfe_tier,v3_giveback,full_path_raw_mfe,full_path_mfe_cohort,entry_signal_date_match,entry_execution_date_match,entry_open_match,return_delta_v3_minus_v2,improved_worsened_same
009450,경동나비엔,KOSPI,KR7009450008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009450_KR7009450008_KOSPI_01,1,2021-05-14,2021-05-14,2021-05-17,65200.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2021-11-30,2021-12-01,52800.0,-19.02,20.86,-20.09,136,REALIZED,False,39.88,2021-05-14,2021-05-17,65200.0,SOFT_EXIT,2021-08-20,2021-08-23,65900.0,1.07,20.86,-5.98,69,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,19.79,65.184049,WINNER_CAPABLE_GE_20,True,True,True,20.09,improved
009450,경동나비엔,KOSPI,KR7009450008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009450_KR7009450008_KOSPI_02,2,2024-03-08,2024-03-08,2024-03-11,53500.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2024-10-31,2024-11-01,85100.0,59.07,75.89,-10.19,158,REALIZED,False,16.82,2024-03-08,2024-03-11,53500.0,SOFT_EXIT,2024-09-06,2024-09-09,65000.0,21.5,41.5,-10.19,125,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,20.0,101.308411,WINNER_CAPABLE_GE_20,True,True,True,-37.57,worsened
009450,경동나비엔,KOSPI,KR7009450008,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009450_KR7009450008_KOSPI_03,3,2026-05-08,2026-05-08,2026-05-11,72700.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-06-23,2026-06-24,61900.0,-14.86,9.9,-15.96,31,REALIZED,True,24.76,2026-05-08,2026-05-11,72700.0,OPEN_AT_CUTOFF,,,,-12.93,9.9,-20.5,71,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,22.83,9.903714,PRE_WINNER_LT_20,True,True,True,1.93,improved
009580,무림P&P,KOSPI,KR7009580002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009580_KR7009580002_KOSPI_01,1,2021-04-23,2021-04-23,2021-04-26,5460.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2021-09-30,2021-10-01,4405.0,-19.32,18.13,-19.96,109,REALIZED,False,37.45,2021-04-23,2021-04-26,5460.0,OPEN_AT_CUTOFF,,,,-70.27,18.13,-74.08,1304,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,88.4,18.131868,PRE_WINNER_LT_20,True,True,True,-50.95,worsened
009580,무림P&P,KOSPI,KR7009580002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009580_KR7009580002_KOSPI_02,2,2022-04-22,2022-04-22,2022-04-25,5420.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-05-24,2022-05-25,4935.0,-8.95,7.56,-17.62,22,REALIZED,True,16.51,2022-04-22,2022-04-25,5420.0,OPEN_AT_CUTOFF,,,,-70.06,7.56,-73.89,1058,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,77.62,7.564576,PRE_WINNER_LT_20,True,True,True,-61.11,worsened
009680,모토닉,KOSPI,KR7009680000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009680_KR7009680000_KOSPI_01,1,2025-07-11,2025-07-11,2025-07-14,11340.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-06-23,2026-06-24,9610.0,-15.26,5.64,-16.31,231,REALIZED,True,20.9,2025-07-11,2025-07-14,11340.0,OPEN_AT_CUTOFF,,,,-10.58,5.64,-18.08,271,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,16.22,5.643739,PRE_WINNER_LT_20,True,True,True,4.68,improved
009830,한화솔루션,KOSPI,KR7009830001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009830_KR7009830001_KOSPI_01,1,2022-06-10,2022-06-10,2022-06-13,47188.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-07-06,2022-07-07,39127.0,-17.08,0.75,-18.2,19,REALIZED,True,17.83,2022-06-10,2022-06-13,47188.0,SOFT_EXIT,2022-09-30,2022-10-04,56603.0,19.95,39.4,-23.07,78,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,19.45,39.401967,WINNER_CAPABLE_GE_20,True,True,True,37.03,improved
009830,한화솔루션,KOSPI,KR7009830001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009830_KR7009830001_KOSPI_02,2,2022-07-29,2022-07-29,2022-08-01,51189.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-05-03,2023-05-04,42917.0,-16.16,28.51,-16.71,166,REALIZED,True,44.67,2022-07-29,2022-08-01,51189.0,SOFT_EXIT,2022-09-30,2022-10-04,56603.0,10.58,28.51,-4.02,43,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,17.93,28.506124,WINNER_CAPABLE_GE_20,True,True,True,26.74,improved
009830,한화솔루션,KOSPI,KR7009830001,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009830_KR7009830001_KOSPI_03,3,2026-02-06,2026-02-06,2026-02-09,39521.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-05-31,2026-06-01,38720.0,-2.03,41.53,-19.81,74,REALIZED,False,43.56,2026-02-06,2026-02-09,39521.0,SOFT_EXIT,2026-02-27,2026-03-03,48105.0,21.72,41.53,-0.36,13,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,19.81,41.52982,WINNER_CAPABLE_GE_20,True,True,True,23.75,improved
009970,영원무역홀딩스,KOSPI,KR7009970005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009970_KR7009970005_KOSPI_01,1,2021-06-04,2021-06-04,2021-06-07,50300.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2023-10-31,2023-11-01,80200.0,59.44,67.79,-13.42,594,REALIZED,False,8.35,2021-06-04,2021-06-07,50300.0,SOFT_EXIT,2023-01-06,2023-01-09,57600.0,14.51,29.22,-13.42,395,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,14.71,420.874751,WINNER_CAPABLE_GE_20,True,True,True,-44.93,worsened
009970,영원무역홀딩스,KOSPI,KR7009970005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_009970_KR7009970005_KOSPI_02,2,2025-03-14,2025-03-14,2025-03-17,93000.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2025-10-31,2025-11-03,140700.0,51.29,62.9,-11.08,155,REALIZED,False,11.61,2025-03-14,2025-03-17,93000.0,SOFT_EXIT,2026-05-22,2026-05-26,205500.0,120.97,181.72,-11.08,291,REALIZED,WATCH,-20.0,-30.0,MFE_100_TO_200,60.75,181.72043,WINNER_CAPABLE_GE_20,True,True,True,69.68,improved
010060,OCI홀딩스,KOSPI,KR7010060002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010060_KR7010060002_KOSPI_01,1,2022-07-01,2022-07-01,2022-07-04,113636.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-07-12,2022-07-13,94961.0,-16.43,0.35,-16.43,8,REALIZED,True,16.78,2022-07-01,2022-07-04,113636.0,HARD_EXIT,2026-03-04,2026-03-05,131600.0,15.81,43.7,-51.69,874,REALIZED,EXTENDED,-10.0,-20.0,MFE_20_TO_50,27.89,264.321166,WINNER_CAPABLE_GE_20,True,True,True,32.24,improved
010060,OCI홀딩스,KOSPI,KR7010060002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010060_KR7010060002_KOSPI_02,2,2023-04-21,2023-04-21,2023-04-24,95358.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-07-18,2024-07-19,80300.0,-15.79,27.41,-20.09,284,REALIZED,True,43.2,2023-04-21,2023-04-24,95358.0,SOFT_EXIT,2023-07-07,2023-07-10,104000.0,9.06,27.41,-20.09,32,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,18.35,334.153401,WINNER_CAPABLE_GE_20,True,True,True,24.85,improved
010120,LS ELECTRIC,KOSPI,KR7010120004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010120_KR7010120004_KOSPI_01,1,2021-08-06,2021-08-06,2021-08-09,13380.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2021-11-25,2021-11-26,11340.0,-15.25,6.88,-15.7,74,REALIZED,True,22.13,2021-08-06,2021-08-09,13380.0,HARD_EXIT,2023-07-26,2023-07-27,19740.0,47.53,105.53,-40.21,486,REALIZED,EXTENDED,-20.0,-30.0,MFE_100_TO_200,58.0,2403.736921,WINNER_CAPABLE_GE_20,True,True,True,62.78,improved
010120,LS ELECTRIC,KOSPI,KR7010120004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010120_KR7010120004_KOSPI_02,2,2023-04-14,2023-04-14,2023-04-17,12420.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2023-10-31,2023-11-01,12880.0,3.7,121.42,-3.06,133,REALIZED,False,117.72,2023-04-14,2023-04-17,12420.0,HARD_EXIT,2023-07-26,2023-07-27,19740.0,58.94,121.42,-3.06,70,REALIZED,EXTENDED,-20.0,-30.0,MFE_100_TO_200,62.48,2597.26248,WINNER_CAPABLE_GE_20,True,True,True,55.24,improved
010130,고려아연,KOSPI,KR7010130003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010130_KR7010130003_KOSPI_01,1,2021-07-23,2021-07-23,2021-07-26,540000.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_WEAK,EXIT3,2025-01-31,2025-02-03,807000.0,49.44,345.74,-19.44,862,REALIZED,False,296.3,2021-07-23,2021-07-26,540000.0,SOFT_EXIT,2022-04-29,2022-05-02,575000.0,6.48,22.41,-10.74,189,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,15.93,345.740741,WINNER_CAPABLE_GE_20,True,True,True,-42.96,worsened
010140,삼성중공업,KOSPI,KR7010140002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010140_KR7010140002_KOSPI_01,1,2023-06-09,2023-06-09,2023-06-12,6480.0,2010-01-04,2026-08-21,EXIT3_PROGRESSED_TO_TRANSITION,EXIT3,2024-01-31,2024-02-01,7270.0,12.19,46.14,-1.08,160,REALIZED,False,33.95,2023-06-09,2023-06-12,6480.0,SOFT_EXIT,2023-08-18,2023-08-21,8300.0,28.09,46.14,-1.08,50,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,18.05,445.524691,WINNER_CAPABLE_GE_20,True,True,True,15.9,improved
010140,삼성중공업,KOSPI,KR7010140002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010140_KR7010140002_KOSPI_02,2,2024-03-15,2024-03-15,2024-03-18,9040.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2024-07-31,2024-08-01,11630.0,28.65,35.84,-8.3,94,REALIZED,False,7.19,2024-03-15,2024-03-18,9040.0,SOFT_EXIT,2024-08-09,2024-08-12,11010.0,21.79,35.84,-8.3,101,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,14.05,291.039823,WINNER_CAPABLE_GE_20,True,True,True,-6.86,worsened
010620,HD현대미포,KOSPI,KR7010620003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010620_KR7010620003_KOSPI_01,1,2023-07-07,2023-07-07,2023-07-10,86600.0,2010-01-04,2025-12-12,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2023-10-19,2023-10-20,72200.0,-16.63,11.66,-16.63,69,REALIZED,True,28.29,2023-07-07,2023-07-10,86600.0,SOFT_EXIT,2024-08-16,2024-08-19,110500.0,27.6,41.8,-32.1,273,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,14.2,196.766744,WINNER_CAPABLE_GE_20,True,True,True,44.23,improved
010620,HD현대미포,KOSPI,KR7010620003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010620_KR7010620003_KOSPI_02,2,2024-06-28,2024-06-28,2024-07-01,93400.0,2010-01-04,2025-12-12,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2025-02-28,2025-03-04,106000.0,13.49,54.5,-3.64,162,REALIZED,False,41.01,2024-06-28,2024-07-01,93400.0,SOFT_EXIT,2024-08-16,2024-08-19,110500.0,18.31,31.48,-3.64,35,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,13.17,175.1606,WINNER_CAPABLE_GE_20,True,True,True,4.82,improved
010780,아이에스동서,KOSPI,KR7010780005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010780_KR7010780005_KOSPI_01,1,2022-04-01,2022-04-01,2022-04-04,55200.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-06-13,2022-06-14,46000.0,-16.67,2.54,-16.67,49,REALIZED,True,19.21,2022-04-01,2022-04-04,55200.0,OPEN_AT_CUTOFF,,,,-72.72,2.54,-74.06,1072,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,75.26,2.536232,PRE_WINNER_LT_20,True,True,True,-56.05,worsened
010780,아이에스동서,KOSPI,KR7010780005,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010780_KR7010780005_KOSPI_02,2,2026-02-06,2026-02-06,2026-02-09,27800.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-06-19,2026-06-22,23500.0,-15.47,23.92,-18.71,88,REALIZED,True,39.39,2026-02-06,2026-02-09,27800.0,SOFT_EXIT,2026-03-20,2026-03-23,30800.0,10.79,23.92,-5.22,27,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,13.13,23.920863,WINNER_CAPABLE_GE_20,True,True,True,26.26,improved
010950,S-Oil,KOSPI,KR7010950004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_010950_KR7010950004_KOSPI_01,1,2021-04-30,2021-04-30,2021-05-03,86700.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-04-30,2026-05-04,132500.0,52.83,104.27,-42.33,1225,REALIZED,False,51.44,2021-04-30,2021-05-03,86700.0,SOFT_EXIT,2021-07-16,2021-07-19,98700.0,13.84,28.03,-0.58,54,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,14.19,104.267589,WINNER_CAPABLE_GE_20,True,True,True,-38.99,worsened
011040,경동제약,KOSDAQ,KR7011040003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011040_KR7011040003_KOSDAQ_01,1,2021-10-01,2021-10-01,2021-10-05,11850.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-01-27,2022-01-28,9890.0,-16.54,48.95,-16.79,82,REALIZED,True,65.49,2021-10-01,2021-10-05,11850.0,SOFT_EXIT,2021-10-29,2021-11-01,14350.0,21.1,48.95,-13.08,19,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,27.85,48.945148,WINNER_CAPABLE_GE_20,True,True,True,37.64,improved
011070,LG이노텍,KOSPI,KR7011070000,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011070_KR7011070000_KOSPI_01,1,2025-10-31,2025-10-31,2025-11-03,244000.0,2010-01-04,2026-08-21,NO_EXIT_BEFORE_CUTOFF,OPEN_AT_CUTOFF,,,,125.41,632.79,-8.61,197,OPEN_AT_CUTOFF,False,507.38,2025-10-31,2025-11-03,244000.0,SOFT_EXIT,2026-01-02,2026-01-05,271000.0,11.07,22.75,-8.61,43,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,11.68,632.786885,WINNER_CAPABLE_GE_20,True,True,True,-114.34,worsened
011200,HMM,KOSPI,KR7011200003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011200_KR7011200003_KOSPI_01,1,2025-05-30,2025-05-30,2025-06-02,22350.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-11-18,2025-11-19,18930.0,-15.3,17.45,-16.15,115,REALIZED,True,32.75,2025-05-30,2025-06-02,22350.0,OPEN_AT_CUTOFF,,,,-3.36,17.45,-19.87,299,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,20.81,17.449664,PRE_WINNER_LT_20,True,True,True,11.94,improved
011210,현대위아,KOSPI,KR7011210002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011210_KR7011210002_KOSPI_01,1,2022-09-02,2022-09-02,2022-09-05,75300.0,2011-02-21,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2022-09-28,2022-09-29,62900.0,-16.47,4.78,-19.39,17,REALIZED,True,21.25,2022-09-02,2022-09-05,75300.0,SOFT_EXIT,2026-02-06,2026-02-09,83900.0,11.42,30.54,-51.66,838,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,19.12,49.535193,WINNER_CAPABLE_GE_20,True,True,True,27.89,improved
011210,현대위아,KOSPI,KR7011210002,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011210_KR7011210002_KOSPI_02,2,2025-09-05,2025-09-05,2025-09-08,52200.0,2011-02-21,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-04-30,2026-05-04,84000.0,60.92,115.71,-10.06,158,REALIZED,False,54.79,2025-09-05,2025-09-08,52200.0,SOFT_EXIT,2026-02-06,2026-02-09,83900.0,60.73,88.31,-10.06,103,REALIZED,SETUP,-15.0,-25.0,MFE_50_TO_100,27.58,115.708812,WINNER_CAPABLE_GE_20,True,True,True,-0.19,worsened
011760,현대코퍼레이션,KOSPI,KR7011760006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011760_KR7011760006_KOSPI_01,1,2025-02-21,2025-02-21,2025-02-24,22850.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-04-09,2025-04-10,19960.0,-12.65,14.66,-17.42,33,REALIZED,True,27.31,2025-02-21,2025-02-24,22850.0,SOFT_EXIT,2025-07-04,2025-07-07,26400.0,15.54,32.17,-17.42,90,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,16.63,43.763676,WINNER_CAPABLE_GE_20,True,True,True,28.19,improved
011760,현대코퍼레이션,KOSPI,KR7011760006,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011760_KR7011760006_KOSPI_02,2,2026-02-13,2026-02-13,2026-02-19,26350.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-06-25,2026-06-26,22300.0,-15.37,24.67,-16.51,87,REALIZED,True,40.04,2026-02-13,2026-02-19,26350.0,SOFT_EXIT,2026-05-15,2026-05-18,27150.0,3.04,24.67,-11.95,60,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,21.63,24.667932,WINNER_CAPABLE_GE_20,True,True,True,18.41,improved
011780,금호석유화학,KOSPI,KR7011780004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011780_KR7011780004_KOSPI_01,1,2024-02-23,2024-02-23,2024-02-26,146500.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-04-09,2024-04-11,120700.0,-17.61,7.85,-17.61,32,REALIZED,True,25.46,2024-02-23,2024-02-26,146500.0,OPEN_AT_CUTOFF,,,,-20.0,13.99,-40.41,605,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,33.99,13.993174,PRE_WINNER_LT_20,True,True,True,-2.39,worsened
011780,금호석유화학,KOSPI,KR7011780004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011780_KR7011780004_KOSPI_02,2,2024-07-12,2024-07-12,2024-07-15,166100.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-07-31,2024-08-01,138700.0,-16.5,0.54,-17.64,14,REALIZED,True,17.04,2024-07-12,2024-07-15,166100.0,OPEN_AT_CUTOFF,,,,-29.44,0.54,-47.44,511,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,29.98,0.541842,PRE_WINNER_LT_20,True,True,True,-12.94,worsened
011780,금호석유화학,KOSPI,KR7011780004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011780_KR7011780004_KOSPI_03,3,2024-09-27,2024-09-27,2024-09-30,159600.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-10-22,2024-10-23,134700.0,-15.6,1.69,-16.92,15,REALIZED,True,17.29,2024-09-27,2024-09-30,159600.0,OPEN_AT_CUTOFF,,,,-26.57,1.69,-45.3,460,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,28.26,1.691729,PRE_WINNER_LT_20,True,True,True,-10.97,worsened
011780,금호석유화학,KOSPI,KR7011780004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011780_KR7011780004_KOSPI_04,4,2026-01-16,2026-01-16,2026-01-19,139700.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2026-03-09,2026-03-10,119100.0,-14.75,16.18,-21.26,33,REALIZED,True,30.93,2026-01-16,2026-01-19,139700.0,OPEN_AT_CUTOFF,,,,-16.11,16.18,-23.48,145,OPEN_AT_CUTOFF,,,,BELOW_WINNER_MODE,32.29,16.177523,PRE_WINNER_LT_20,True,True,True,-1.36,worsened
011790,SKC,KOSPI,KR7011790003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011790_KR7011790003_KOSPI_01,1,2024-05-31,2024-05-31,2024-06-03,137136.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-08-05,2024-08-06,110442.0,-19.47,37.08,-26.25,46,REALIZED,True,56.55,2024-05-31,2024-06-03,137136.0,SOFT_EXIT,2024-06-21,2024-06-24,166086.0,21.11,37.08,-3.29,15,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,15.97,37.080708,WINNER_CAPABLE_GE_20,True,True,True,40.58,improved
011790,SKC,KOSPI,KR7011790003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011790_KR7011790003_KOSPI_02,2,2025-01-24,2025-01-24,2025-01-31,141554.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2025-04-30,2025-05-02,95027.0,-32.87,9.3,-42.76,64,REALIZED,False,42.17,2025-01-24,2025-01-31,141554.0,HARD_EXIT,2026-05-12,2026-05-13,138800.0,-1.95,30.27,-42.96,313,REALIZED,EXTENDED,-10.0,-20.0,MFE_20_TO_50,32.22,30.268308,WINNER_CAPABLE_GE_20,True,True,True,30.92,improved
011790,SKC,KOSPI,KR7011790003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_011790_KR7011790003_KOSPI_03,3,2025-10-31,2025-10-31,2025-11-03,121909.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2025-11-19,2025-11-20,107058.0,-12.18,6.79,-17.5,14,REALIZED,True,18.97,2025-10-31,2025-11-03,121909.0,HARD_EXIT,2026-05-15,2026-05-18,128900.0,5.73,51.26,-32.15,132,REALIZED,SETUP,-15.0,-25.0,MFE_50_TO_100,45.53,51.260366,WINNER_CAPABLE_GE_20,True,True,True,17.91,improved
012330,현대모비스,KOSPI,KR7012330007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_012330_KR7012330007_KOSPI_01,1,2024-03-29,2024-03-29,2024-04-01,257500.0,2010-01-04,2026-08-21,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2024-05-29,2024-05-30,214500.0,-16.7,0.58,-17.09,40,REALIZED,True,17.28,2024-03-29,2024-04-01,257500.0,SOFT_EXIT,2025-08-01,2025-08-04,281000.0,9.13,23.5,-22.14,326,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,14.37,219.223301,WINNER_CAPABLE_GE_20,True,True,True,25.83,improved
012330,현대모비스,KOSPI,KR7012330007,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_012330_KR7012330007_KOSPI_02,2,2025-06-20,2025-06-20,2025-06-23,285000.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2026-05-31,2026-06-01,770000.0,170.18,178.95,-2.46,230,REALIZED,False,8.77,2025-06-20,2025-06-23,285000.0,HARD_EXIT,2026-03-23,2026-03-24,397500.0,39.47,86.32,-2.46,184,REALIZED,EXTENDED,-15.0,-25.0,MFE_50_TO_100,46.85,188.421053,WINNER_CAPABLE_GE_20,True,True,True,-130.71,worsened
012450,한화에어로스페이스,KOSPI,KR7012450003,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_012450_KR7012450003_KOSPI_01,1,2021-05-28,2021-05-28,2021-05-31,48282.0,2010-01-04,2026-08-21,EXIT4_SCORE_DRAWDOWN_GE_15,EXIT4,2021-09-30,2021-10-01,50830.0,5.28,19.41,-3.16,86,REALIZED,False,14.13,2021-05-28,2021-05-31,48282.0,SOFT_EXIT,2022-03-18,2022-03-21,52663.0,9.07,23.42,-15.3,199,REALIZED,SETUP,-10.0,-20.0,MFE_20_TO_50,14.35,3327.778468,WINNER_CAPABLE_GE_20,True,True,True,3.79,improved
012510,더존비즈온,KOSPI,KR7012510004,PATTERN_A_FAST_FINAL_STRATEGY_V02_CONTROL_012510_KR7012510004_KOSPI_01,1,2021-09-17,2021-09-17,2021-09-23,107500.0,2010-01-04,2026-07-14,LOSS_GUARD_CLOSE_LE_NEG_15,LOSS_GUARD,2021-10-05,2021-10-06,90900.0,-15.44,3.72,-16.74,9,REALIZED,True,19.16,2021-09-17,2021-09-23,107500.0,HARD_EXIT,2026-06-01,2026-06-02,120000.0,11.63,45.12,-76.56,1147,REALIZED,EXTENDED,-10.0,-20.0,MFE_20_TO_50,33.49,45.116279,WINNER_CAPABLE_GE_20,True,True,True,27.07,improved
